,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,shift_close,numerator,abs_change,denominator,er
0,EGL.DCE,20230511,4140.0,4142.0,,,,4142.0,4142.0,0.0,0.0,0.0,0.0,600.0,,,,,,
1,EGL.DCE,20230510,4153.0,4153.0,4144.0,4144.0,4140.0,4140.0,4142.0,-13.0,-11.0,4.0,16.57,600.0,,,,2.0,,
2,EGL.DCE,20230509,4153.0,4153.0,,,,4153.0,4153.0,0.0,0.0,0.0,0.0,644.0,,,,13.0,,
3,EGL.DCE,20230508,4090.0,4086.0,4153.0,4153.0,4153.0,4153.0,4153.0,67.0,67.0,16.0,66.45,644.0,,,,0.0,,
4,EGL.DCE,20230505,4080.0,4052.0,4150.0,4150.0,3894.0,4090.0,4086.0,38.0,34.0,1263.0,5161.34,760.0,,,,63.0,,
5,EGL.DCE,20230504,4020.0,4036.0,4036.0,4088.0,3715.0,4080.0,4052.0,44.0,16.0,870.0,3526.05,5504.0,,,,10.0,,
6,EGL.DCE,20230428,4035.0,4078.0,4038.0,4067.0,4002.0,4020.0,4036.0,-58.0,-42.0,17227.0,69543.38,6203.0,,,,60.0,,
7,EGL.DCE,20230427,4105.0,4101.0,4091.0,4109.0,4033.0,4035.0,4078.0,-66.0,-23.0,14880.0,60693.66,17998.0,,,,15.0,,
8,EGL.DCE,20230426,4095.0,4136.0,4107.0,4144.0,4063.0,4105.0,4101.0,-31.0,-35.0,21639.0,88761.36,27390.0,,,,70.0,,
9,EGL.DCE,20230425,4154.0,4154.0,,,,4095.0,4095.0,-59.0,-59.0,0.0,0.0,0.0,,,,10.0,,
10,EGL.DCE,20230424,4154.0,4154.0,,,,4154.0,4154.0,0.0,0.0,0.0,0.0,300.0,,4142.0,12.0,59.0,302.0,0.039735099337748346
11,EGL.DCE,20230421,4119.0,4119.0,,,,4154.0,4154.0,35.0,35.0,0.0,0.0,300.0,,4140.0,14.0,0.0,300.0,0.04666666666666667
12,EGL.DCE,20230420,4119.0,4119.0,,,,4119.0,4119.0,0.0,0.0,0.0,0.0,300.0,,4153.0,34.0,35.0,322.0,0.10559006211180125
13,EGL.DCE,20230419,4120.0,4119.0,,,,4119.0,4119.0,0.0,0.0,0.0,0.0,300.0,,4153.0,34.0,0.0,322.0,0.10559006211180125
14,EGL.DCE,20230418,4102.0,4102.0,4118.0,4120.0,4118.0,4120.0,4119.0,18.0,17.0,2.0,8.24,300.0,,4090.0,30.0,1.0,260.0,0.11538461538461539
15,EGL.DCE,20230417,4086.0,4101.0,,,,4102.0,4102.0,1.0,1.0,1.0,4.12,300.0,,4080.0,22.0,18.0,268.0,0.08208955223880597
16,EGL.DCE,20230414,4090.0,4090.0,4100.0,4176.0,4086.0,4086.0,4101.0,-4.0,11.0,29.0,118.94,300.0,,4020.0,66.0,16.0,224.0,0.29464285714285715
17,EGL.DCE,20230413,4140.0,4140.0,4090.0,4090.0,4090.0,4090.0,4090.0,-50.0,-50.0,44.0,179.96,300.0,,4035.0,55.0,4.0,213.0,0.25821596244131456
18,EGL.DCE,20230412,4140.0,4140.0,,,,4140.0,4140.0,0.0,0.0,0.0,0.0,300.0,,4105.0,35.0,50.0,193.0,0.18134715025906736
19,EGL.DCE,20230411,4140.0,4140.0,,,,4140.0,4140.0,0.0,0.0,0.0,0.0,300.0,,4095.0,45.0,0.0,183.0,0.2459016393442623
20,EGL.DCE,20230410,4140.0,4140.0,,,,4140.0,4140.0,0.0,0.0,0.0,0.0,300.0,,4154.0,14.0,0.0,124.0,0.11290322580645161
21,EGL.DCE,20230407,4140.0,4140.0,,,,4140.0,4140.0,0.0,0.0,0.0,0.0,300.0,,4154.0,14.0,0.0,124.0,0.11290322580645161
22,EGL.DCE,20230406,4140.0,4140.0,,,,4140.0,4140.0,0.0,0.0,0.0,0.0,300.0,,4119.0,21.0,0.0,89.0,0.23595505617977527
23,EGL.DCE,20230404,4140.0,4140.0,,,,4140.0,4140.0,0.0,0.0,0.0,0.0,300.0,,4119.0,21.0,0.0,89.0,0.23595505617977527
24,EGL.DCE,20230403,4106.0,4091.0,,,,4140.0,4140.0,49.0,49.0,1.0,4.15,2300.0,,4120.0,20.0,0.0,88.0,0.22727272727272727
25,EGL.DCE,20230331,4040.0,4065.0,4065.0,4119.0,4065.0,4106.0,4091.0,41.0,26.0,1355.0,5543.89,3394.0,,4102.0,4.0,34.0,104.0,0.038461538461538464
26,EGL.DCE,20230330,4092.0,4103.0,4103.0,4107.0,4027.0,4040.0,4065.0,-63.0,-38.0,2107.0,8566.31,4256.0,,4086.0,46.0,66.0,154.0,0.2987012987012987
27,EGL.DCE,20230329,4300.0,4092.0,4111.0,4127.0,4077.0,4092.0,4103.0,0.0,11.0,92.0,377.56,6322.0,,4090.0,2.0,52.0,202.0,0.009900990099009901
28,EGL.DCE,20230328,4300.0,4300.0,,,,4300.0,4300.0,0.0,0.0,0.0,0.0,0.0,,4140.0,160.0,208.0,360.0,0.4444444444444444
29,EGL.DCE,20230327,4300.0,4300.0,,,,4300.0,4300.0,0.0,0.0,0.0,0.0,300.0,,4140.0,160.0,0.0,360.0,0.4444444444444444
30,EGL.DCE,20230324,4300.0,4300.0,,,,4300.0,4300.0,0.0,0.0,0.0,0.0,300.0,,4140.0,160.0,0.0,360.0,0.4444444444444444
31,EGL.DCE,20230323,4300.0,4300.0,,,,4300.0,4300.0,0.0,0.0,0.0,0.0,300.0,,4140.0,160.0,0.0,360.0,0.4444444444444444
32,EGL.DCE,20230322,4300.0,4300.0,,,,4300.0,4300.0,0.0,0.0,0.0,0.0,300.0,,4140.0,160.0,0.0,360.0,0.4444444444444444
33,EGL.DCE,20230321,4152.0,4152.0,4300.0,4300.0,4300.0,4300.0,4300.0,148.0,148.0,1.0,4.3,300.0,,4140.0,160.0,0.0,360.0,0.4444444444444444
34,EGL.DCE,20230320,4152.0,4152.0,,,,4152.0,4152.0,0.0,0.0,0.0,0.0,301.0,,4140.0,12.0,148.0,508.0,0.023622047244094488
35,EGL.DCE,20230317,4152.0,4152.0,,,,4152.0,4152.0,0.0,0.0,0.0,0.0,301.0,,4106.0,46.0,0.0,474.0,0.0970464135021097
36,EGL.DCE,20230316,4152.0,4152.0,,,,4152.0,4152.0,0.0,0.0,0.0,0.0,301.0,,4040.0,112.0,0.0,408.0,0.27450980392156865
37,EGL.DCE,20230315,4152.0,4152.0,,,,4152.0,4152.0,0.0,0.0,0.0,0.0,301.0,,4092.0,60.0,0.0,356.0,0.16853932584269662
38,EGL.DCE,20230314,4160.0,4160.0,,,,4152.0,4152.0,-8.0,-8.0,0.0,0.0,301.0,,4300.0,148.0,0.0,148.0,1.0
39,EGL.DCE,20230313,4160.0,4160.0,,,,4160.0,4160.0,0.0,0.0,0.0,0.0,301.0,,4300.0,140.0,8.0,156.0,0.8974358974358975
40,EGL.DCE,20230310,4160.0,4160.0,,,,4160.0,4160.0,0.0,0.0,0.0,0.0,301.0,,4300.0,140.0,0.0,156.0,0.8974358974358975
41,EGL.DCE,20230309,4160.0,4160.0,,,,4160.0,4160.0,0.0,0.0,0.0,0.0,301.0,,4300.0,140.0,0.0,156.0,0.8974358974358975
42,EGL.DCE,20230308,4165.0,4165.0,4160.0,4160.0,4160.0,4160.0,4160.0,-5.0,-5.0,200.0,832.0,301.0,,4300.0,140.0,0.0,156.0,0.8974358974358975
43,EGL.DCE,20230307,4165.0,4165.0,,,,4165.0,4165.0,0.0,0.0,0.0,0.0,501.0,,4300.0,135.0,5.0,161.0,0.8385093167701864
44,EGL.DCE,20230306,4238.0,4238.0,4165.0,4165.0,4165.0,4165.0,4165.0,-73.0,-73.0,10.0,41.65,501.0,,4152.0,13.0,0.0,13.0,1.0
45,EGL.DCE,20230303,4244.0,4244.0,4238.0,4238.0,4238.0,4238.0,4238.0,-6.0,-6.0,106.0,449.23,1491.0,,4152.0,86.0,73.0,86.0,1.0
46,EGL.DCE,20230302,4244.0,4244.0,4244.0,4244.0,4244.0,4244.0,4244.0,0.0,0.0,37.0,157.03,1385.0,,4152.0,92.0,6.0,92.0,1.0
47,EGL.DCE,20230301,4216.0,4216.0,4244.0,4244.0,4244.0,4244.0,4244.0,28.0,28.0,1.0,4.24,2021.0,,4152.0,92.0,0.0,92.0,1.0
48,EGL.DCE,20230228,4206.0,4242.0,4242.0,4242.0,4202.0,4216.0,4216.0,-26.0,-26.0,1321.0,5570.27,2967.0,,4152.0,64.0,28.0,120.0,0.5333333333333333
49,EGL.DCE,20230227,4259.0,4244.0,4244.0,4288.0,4197.0,4206.0,4242.0,-38.0,-2.0,1510.0,6406.08,3847.0,,4160.0,46.0,10.0,122.0,0.3770491803278688
50,EGL.DCE,20230224,4126.0,4219.0,4219.0,4275.0,4219.0,4259.0,4244.0,40.0,25.0,290.0,1230.83,4969.0,,4160.0,99.0,53.0,175.0,0.5657142857142857
51,EGL.DCE,20230223,4147.0,4147.0,,,,4126.0,4126.0,-21.0,-21.0,1.0,4.13,0.0,,4160.0,34.0,133.0,308.0,0.11038961038961038
52,EGL.DCE,20230222,4147.0,4147.0,,,,4147.0,4147.0,0.0,0.0,0.0,0.0,207.0,,4160.0,13.0,21.0,329.0,0.03951367781155015
53,EGL.DCE,20230221,4141.0,4141.0,,,,4147.0,4147.0,6.0,6.0,0.0,0.0,207.0,,4165.0,18.0,0.0,324.0,0.05555555555555555
54,EGL.DCE,20230220,4141.0,4141.0,,,,4141.0,4141.0,0.0,0.0,0.0,0.0,207.0,,4165.0,24.0,6.0,330.0,0.07272727272727272
55,EGL.DCE,20230217,4120.0,4143.0,,,,4141.0,4141.0,-2.0,-2.0,0.0,0.0,207.0,,4238.0,97.0,0.0,257.0,0.377431906614786
56,EGL.DCE,20230216,4150.0,4117.0,4150.0,4150.0,4120.0,4120.0,4143.0,3.0,26.0,47.0,194.75,207.0,,4244.0,124.0,21.0,272.0,0.45588235294117646
57,EGL.DCE,20230215,4084.0,4084.0,4084.0,4162.0,4084.0,4150.0,4117.0,66.0,33.0,80.0,329.36,244.0,,4244.0,94.0,30.0,302.0,0.31125827814569534
58,EGL.DCE,20230214,4084.0,4084.0,,,,4084.0,4084.0,0.0,0.0,0.0,0.0,207.0,,4216.0,132.0,66.0,340.0,0.38823529411764707
59,EGL.DCE,20230213,4084.0,4084.0,,,,4084.0,4084.0,0.0,0.0,0.0,0.0,207.0,,4206.0,122.0,0.0,330.0,0.3696969696969697
60,EGL.DCE,20230210,4085.0,4085.0,,,,4084.0,4084.0,-1.0,-1.0,0.0,0.0,207.0,,4259.0,175.0,0.0,277.0,0.631768953068592
61,EGL.DCE,20230209,4085.0,4085.0,,,,4085.0,4085.0,0.0,0.0,0.0,0.0,207.0,,4126.0,41.0,1.0,145.0,0.2827586206896552
62,EGL.DCE,20230208,4085.0,4085.0,,,,4085.0,4085.0,0.0,0.0,0.0,0.0,207.0,,4147.0,62.0,0.0,124.0,0.5
63,EGL.DCE,20230207,4155.0,4271.0,4085.0,4085.0,4085.0,4085.0,4085.0,-186.0,-186.0,6.0,24.51,207.0,,4147.0,62.0,0.0,124.0,0.5
64,EGL.DCE,20230206,4121.0,4121.0,4087.0,4533.0,4087.0,4155.0,4271.0,34.0,150.0,32.0,136.7,216.0,,4141.0,14.0,70.0,188.0,0.07446808510638298
65,EGL.DCE,20230203,4244.0,4252.0,,,,4121.0,4121.0,-131.0,-131.0,0.0,0.0,207.0,,4141.0,20.0,34.0,222.0,0.09009009009009009
66,EGL.DCE,20230202,4278.0,4279.0,4244.0,4244.0,4244.0,4244.0,4252.0,-35.0,-27.0,4.0,17.01,243.0,,4120.0,124.0,123.0,324.0,0.38271604938271603
67,EGL.DCE,20230201,4216.0,4294.0,4278.0,4278.0,4278.0,4278.0,4279.0,-16.0,-15.0,203.0,868.83,291.0,,4150.0,128.0,34.0,328.0,0.3902439024390244
68,EGL.DCE,20230131,4327.0,4360.0,4358.0,4358.0,4216.0,4216.0,4294.0,-144.0,-66.0,1786.0,7669.7,3542.0,,4084.0,132.0,62.0,324.0,0.4074074074074074
69,EGL.DCE,20230130,4379.0,4328.0,4328.0,4387.0,4294.0,4327.0,4360.0,-1.0,32.0,1302.0,5677.69,4767.0,,4084.0,243.0,111.0,435.0,0.5586206896551724
70,EGL.DCE,20230120,3994.0,4310.0,4310.0,4381.0,4287.0,4379.0,4328.0,69.0,18.0,1333.0,5769.89,5501.0,,4084.0,295.0,52.0,487.0,0.6057494866529775
71,EGL.DCE,20230119,4174.0,4174.0,,,,3994.0,3994.0,-180.0,-180.0,0.0,0.0,0.0,,4085.0,91.0,385.0,871.0,0.1044776119402985
72,EGL.DCE,20230118,4174.0,4174.0,,,,4174.0,4174.0,0.0,0.0,0.0,0.0,0.0,,4085.0,89.0,180.0,1051.0,0.08468125594671741
73,EGL.DCE,20230117,4174.0,4174.0,,,,4174.0,4174.0,0.0,0.0,0.0,0.0,0.0,,4085.0,89.0,0.0,1051.0,0.08468125594671741
74,EGL.DCE,20230116,4174.0,4174.0,,,,4174.0,4174.0,0.0,0.0,0.0,0.0,0.0,,4155.0,19.0,0.0,981.0,0.019367991845056064
