timestamp,gdp_season_yoy,1onGDP_yoy,gdp_accum_yoy,t_ondecay
2005-06-28,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,0
2005-06-29,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,1
2005-06-30,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,2
2005-07-01,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,3
2005-07-04,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,4
2005-07-05,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,5
2005-07-06,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,6
2005-07-07,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,7
2005-07-08,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,8
2005-07-11,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,9
2005-07-12,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,10
2005-07-13,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,11
2005-07-14,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,12
2005-07-15,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,13
2005-07-18,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,14
2005-07-19,-0.20000000000000018,-0.10000000000000009,-0.41999999999999993,15
2005-07-20,0.6999999999999993,0.40000000000000036,-0.8199999999999985,0
2005-07-21,0.6999999999999993,0.40000000000000036,-0.8199999999999985,1
2005-07-22,0.6999999999999993,0.40000000000000036,-0.8199999999999985,2
2005-07-25,0.6999999999999993,0.40000000000000036,-0.8199999999999985,3
2005-07-26,0.6999999999999993,0.40000000000000036,-0.8199999999999985,4
2005-07-27,0.6999999999999993,0.40000000000000036,-0.8199999999999985,5
2005-07-28,0.6999999999999993,0.40000000000000036,-0.8199999999999985,6
2005-07-29,0.6999999999999993,0.40000000000000036,-0.8199999999999985,7
2005-08-01,0.6999999999999993,0.40000000000000036,-0.8199999999999985,8
2005-08-02,0.6999999999999993,0.40000000000000036,-0.8199999999999985,9
2005-08-03,0.6999999999999993,0.40000000000000036,-0.8199999999999985,10
2005-08-04,0.6999999999999993,0.40000000000000036,-0.8199999999999985,11
2005-08-05,0.6999999999999993,0.40000000000000036,-0.8199999999999985,12
2005-08-08,0.6999999999999993,0.40000000000000036,-0.8199999999999985,13
2005-08-09,0.6999999999999993,0.40000000000000036,-0.8199999999999985,14
2005-08-10,0.6999999999999993,0.40000000000000036,-0.8199999999999985,15
2005-08-11,0.6999999999999993,0.40000000000000036,-0.8199999999999985,16
2005-08-12,0.6999999999999993,0.40000000000000036,-0.8199999999999985,17
2005-08-15,0.6999999999999993,0.40000000000000036,-0.8199999999999985,18
2005-08-16,0.6999999999999993,0.40000000000000036,-0.8199999999999985,19
2005-08-17,0.6999999999999993,0.40000000000000036,-0.8199999999999985,20
2005-08-18,0.6999999999999993,0.40000000000000036,-0.8199999999999985,21
2005-08-19,0.6999999999999993,0.40000000000000036,-0.8199999999999985,22
2005-08-22,0.6999999999999993,0.40000000000000036,-0.8199999999999985,23
2005-08-23,0.6999999999999993,0.40000000000000036,-0.8199999999999985,24
2005-08-24,0.6999999999999993,0.40000000000000036,-0.8199999999999985,25
2005-08-25,0.6999999999999993,0.40000000000000036,-0.8199999999999985,26
2005-08-26,0.6999999999999993,0.40000000000000036,-0.8199999999999985,27
2005-08-29,0.6999999999999993,0.40000000000000036,-0.8199999999999985,28
2005-08-30,0.6999999999999993,0.40000000000000036,-0.8199999999999985,29
2005-08-31,0.6999999999999993,0.40000000000000036,-0.8199999999999985,30
2005-09-01,0.6999999999999993,0.40000000000000036,-0.8199999999999985,31
2005-09-02,0.6999999999999993,0.40000000000000036,-0.8199999999999985,32
2005-09-05,0.6999999999999993,0.40000000000000036,-0.8199999999999985,33
2005-09-06,0.6999999999999993,0.40000000000000036,-0.8199999999999985,34
2005-09-07,0.6999999999999993,0.40000000000000036,-0.8199999999999985,35
2005-09-08,0.6999999999999993,0.40000000000000036,-0.8199999999999985,36
2005-09-09,0.6999999999999993,0.40000000000000036,-0.8199999999999985,37
2005-09-12,0.6999999999999993,0.40000000000000036,-0.8199999999999985,38
2005-09-13,0.6999999999999993,0.40000000000000036,-0.8199999999999985,39
2005-09-14,0.6999999999999993,0.40000000000000036,-0.8199999999999985,40
2005-09-15,0.6999999999999993,0.40000000000000036,-0.8199999999999985,41
2005-09-16,0.6999999999999993,0.40000000000000036,-0.8199999999999985,42
2005-09-19,0.6999999999999993,0.40000000000000036,-0.8199999999999985,43
2005-09-20,0.6999999999999993,0.40000000000000036,-0.8199999999999985,44
2005-09-21,0.6999999999999993,0.40000000000000036,-0.8199999999999985,45
2005-09-22,0.6999999999999993,0.40000000000000036,-0.8199999999999985,46
2005-09-23,0.6999999999999993,0.40000000000000036,-0.8199999999999985,47
2005-09-26,0.6999999999999993,0.40000000000000036,-0.8199999999999985,48
2005-09-27,0.6999999999999993,0.40000000000000036,-0.8199999999999985,49
2005-09-28,0.6999999999999993,0.40000000000000036,-0.8199999999999985,50
2005-09-29,0.6999999999999993,0.40000000000000036,-0.8199999999999985,51
2005-09-30,0.6999999999999993,0.40000000000000036,-0.8199999999999985,52
2005-10-10,0.6999999999999993,0.40000000000000036,-0.8199999999999985,53
2005-10-11,0.6999999999999993,0.40000000000000036,-0.8199999999999985,54
2005-10-12,0.6999999999999993,0.40000000000000036,-0.8199999999999985,55
2005-10-13,0.6999999999999993,0.40000000000000036,-0.8199999999999985,56
2005-10-14,0.6999999999999993,0.40000000000000036,-0.8199999999999985,57
2005-10-17,0.6999999999999993,0.40000000000000036,-0.8199999999999985,58
2005-10-18,0.6999999999999993,0.40000000000000036,-0.8199999999999985,59
2005-10-19,0.6999999999999993,0.40000000000000036,-0.8199999999999985,60
2005-10-20,-0.29999999999999893,0.0,-0.620000000000001,0
2005-10-21,-0.29999999999999893,0.0,-0.620000000000001,1
2005-10-24,-0.29999999999999893,0.0,-0.620000000000001,2
2005-10-25,-0.29999999999999893,0.0,-0.620000000000001,3
2005-10-26,-0.29999999999999893,0.0,-0.620000000000001,4
2005-10-27,-0.29999999999999893,0.0,-0.620000000000001,5
2005-10-28,-0.29999999999999893,0.0,-0.620000000000001,6
2005-10-31,-0.29999999999999893,0.0,-0.620000000000001,7
2005-11-01,-0.29999999999999893,0.0,-0.620000000000001,8
2005-11-02,-0.29999999999999893,0.0,-0.620000000000001,9
2005-11-03,-0.29999999999999893,0.0,-0.620000000000001,10
2005-11-04,-0.29999999999999893,0.0,-0.620000000000001,11
2005-11-07,-0.29999999999999893,0.0,-0.620000000000001,12
2005-11-08,-0.29999999999999893,0.0,-0.620000000000001,13
2005-11-09,-0.29999999999999893,0.0,-0.620000000000001,14
2005-11-10,-0.29999999999999893,0.0,-0.620000000000001,15
2005-11-11,-0.29999999999999893,0.0,-0.620000000000001,16
2005-11-14,-0.29999999999999893,0.0,-0.620000000000001,17
2005-11-15,-0.29999999999999893,0.0,-0.620000000000001,18
2005-11-16,-0.29999999999999893,0.0,-0.620000000000001,19
2005-11-17,-0.29999999999999893,0.0,-0.620000000000001,20
2005-11-18,-0.29999999999999893,0.0,-0.620000000000001,21
2005-11-21,-0.29999999999999893,0.0,-0.620000000000001,22
2005-11-22,-0.29999999999999893,0.0,-0.620000000000001,23
2005-11-23,-0.29999999999999893,0.0,-0.620000000000001,24
2005-11-24,-0.29999999999999893,0.0,-0.620000000000001,25
2005-11-25,-0.29999999999999893,0.0,-0.620000000000001,26
2005-11-28,-0.29999999999999893,0.0,-0.620000000000001,27
2005-11-29,-0.29999999999999893,0.0,-0.620000000000001,28
2005-11-30,-0.29999999999999893,0.0,-0.620000000000001,29
2005-12-01,-0.29999999999999893,0.0,-0.620000000000001,30
2005-12-02,-0.29999999999999893,0.0,-0.620000000000001,31
2005-12-05,-0.29999999999999893,0.0,-0.620000000000001,32
2005-12-06,-0.29999999999999893,0.0,-0.620000000000001,33
2005-12-07,-0.29999999999999893,0.0,-0.620000000000001,34
2005-12-08,-0.29999999999999893,0.0,-0.620000000000001,35
2005-12-09,-0.29999999999999893,0.0,-0.620000000000001,36
2005-12-12,-0.29999999999999893,0.0,-0.620000000000001,37
2005-12-13,-0.29999999999999893,0.0,-0.620000000000001,38
2005-12-14,-0.29999999999999893,0.0,-0.620000000000001,39
2005-12-15,-0.29999999999999893,0.0,-0.620000000000001,40
2005-12-16,-0.29999999999999893,0.0,-0.620000000000001,41
2005-12-19,-0.29999999999999893,0.0,-0.620000000000001,42
2005-12-20,-0.29999999999999893,0.0,-0.620000000000001,43
2005-12-21,-0.29999999999999893,0.0,-0.620000000000001,44
2005-12-22,-0.29999999999999893,0.0,-0.620000000000001,45
2005-12-23,-0.29999999999999893,0.0,-0.620000000000001,46
2005-12-26,-0.29999999999999893,0.0,-0.620000000000001,47
2005-12-27,-0.29999999999999893,0.0,-0.620000000000001,48
2005-12-28,-0.29999999999999893,0.0,-0.620000000000001,49
2005-12-29,-0.29999999999999893,0.0,-0.620000000000001,50
2005-12-30,-0.29999999999999893,0.0,-0.620000000000001,51
2006-01-04,-0.29999999999999893,0.0,-0.620000000000001,52
2006-01-05,-0.29999999999999893,0.0,-0.620000000000001,53
2006-01-06,-0.29999999999999893,0.0,-0.620000000000001,54
2006-01-09,-0.29999999999999893,0.0,-0.620000000000001,55
2006-01-10,-0.29999999999999893,0.0,-0.620000000000001,56
2006-01-11,-0.29999999999999893,0.0,-0.620000000000001,57
2006-01-12,-0.29999999999999893,0.0,-0.620000000000001,58
2006-01-13,-0.29999999999999893,0.0,-0.620000000000001,59
2006-01-16,-0.29999999999999893,0.0,-0.620000000000001,60
2006-01-17,-0.29999999999999893,0.0,-0.620000000000001,61
2006-01-18,-0.29999999999999893,0.0,-0.620000000000001,62
2006-01-19,-0.29999999999999893,0.0,-0.620000000000001,63
2006-01-20,0.09999999999999964,0.20000000000000018,5.970000000000002,0
2006-01-23,0.09999999999999964,0.20000000000000018,5.970000000000002,1
2006-01-24,0.09999999999999964,0.20000000000000018,5.970000000000002,2
2006-01-25,0.09999999999999964,0.20000000000000018,5.970000000000002,3
2006-02-06,0.09999999999999964,0.20000000000000018,5.970000000000002,4
2006-02-07,0.09999999999999964,0.20000000000000018,5.970000000000002,5
2006-02-08,0.09999999999999964,0.20000000000000018,5.970000000000002,6
2006-02-09,0.09999999999999964,0.20000000000000018,5.970000000000002,7
2006-02-10,0.09999999999999964,0.20000000000000018,5.970000000000002,8
2006-02-13,0.09999999999999964,0.20000000000000018,5.970000000000002,9
2006-02-14,0.09999999999999964,0.20000000000000018,5.970000000000002,10
2006-02-15,0.09999999999999964,0.20000000000000018,5.970000000000002,11
2006-02-16,0.09999999999999964,0.20000000000000018,5.970000000000002,12
2006-02-17,0.09999999999999964,0.20000000000000018,5.970000000000002,13
2006-02-20,0.09999999999999964,0.20000000000000018,5.970000000000002,14
2006-02-21,0.09999999999999964,0.20000000000000018,5.970000000000002,15
2006-02-22,0.09999999999999964,0.20000000000000018,5.970000000000002,16
2006-02-23,0.09999999999999964,0.20000000000000018,5.970000000000002,17
2006-02-24,0.09999999999999964,0.20000000000000018,5.970000000000002,18
2006-02-27,0.09999999999999964,0.20000000000000018,5.970000000000002,19
2006-02-28,0.09999999999999964,0.20000000000000018,5.970000000000002,20
2006-03-01,0.09999999999999964,0.20000000000000018,5.970000000000002,21
2006-03-02,0.09999999999999964,0.20000000000000018,5.970000000000002,22
2006-03-03,0.09999999999999964,0.20000000000000018,5.970000000000002,23
2006-03-06,0.09999999999999964,0.20000000000000018,5.970000000000002,24
2006-03-07,0.09999999999999964,0.20000000000000018,5.970000000000002,25
2006-03-08,0.09999999999999964,0.20000000000000018,5.970000000000002,26
2006-03-09,0.09999999999999964,0.20000000000000018,5.970000000000002,27
2006-03-10,0.09999999999999964,0.20000000000000018,5.970000000000002,28
2006-03-13,0.09999999999999964,0.20000000000000018,5.970000000000002,29
2006-03-14,0.09999999999999964,0.20000000000000018,5.970000000000002,30
2006-03-15,0.09999999999999964,0.20000000000000018,5.970000000000002,31
2006-03-16,0.09999999999999964,0.20000000000000018,5.970000000000002,32
2006-03-17,0.09999999999999964,0.20000000000000018,5.970000000000002,33
2006-03-20,0.09999999999999964,0.20000000000000018,5.970000000000002,34
2006-03-21,0.09999999999999964,0.20000000000000018,5.970000000000002,35
2006-03-22,0.09999999999999964,0.20000000000000018,5.970000000000002,36
2006-03-23,0.09999999999999964,0.20000000000000018,5.970000000000002,37
2006-03-24,0.09999999999999964,0.20000000000000018,5.970000000000002,38
2006-03-27,0.09999999999999964,0.20000000000000018,5.970000000000002,39
2006-03-28,0.09999999999999964,0.20000000000000018,5.970000000000002,40
2006-03-29,0.09999999999999964,0.20000000000000018,5.970000000000002,41
2006-03-30,0.09999999999999964,0.20000000000000018,5.970000000000002,42
2006-03-31,0.09999999999999964,0.20000000000000018,5.970000000000002,43
2006-04-03,0.09999999999999964,0.20000000000000018,5.970000000000002,44
2006-04-04,0.09999999999999964,0.20000000000000018,5.970000000000002,45
2006-04-05,0.09999999999999964,0.20000000000000018,5.970000000000002,46
2006-04-06,0.09999999999999964,0.20000000000000018,5.970000000000002,47
2006-04-07,0.09999999999999964,0.20000000000000018,5.970000000000002,48
2006-04-10,0.09999999999999964,0.20000000000000018,5.970000000000002,49
2006-04-11,0.09999999999999964,0.20000000000000018,5.970000000000002,50
2006-04-12,0.09999999999999964,0.20000000000000018,5.970000000000002,51
2006-04-13,0.09999999999999964,0.20000000000000018,5.970000000000002,52
2006-04-14,0.09999999999999964,0.20000000000000018,5.970000000000002,53
2006-04-17,0.09999999999999964,0.20000000000000018,5.970000000000002,54
2006-04-18,0.09999999999999964,0.20000000000000018,5.970000000000002,55
2006-04-19,0.09999999999999964,0.20000000000000018,5.970000000000002,56
2006-04-20,0.29999999999999893,-0.6000000000000005,4.75,0
2006-04-21,0.29999999999999893,-0.6000000000000005,4.75,1
2006-04-24,0.29999999999999893,-0.6000000000000005,4.75,2
2006-04-25,0.29999999999999893,-0.6000000000000005,4.75,3
2006-04-26,0.29999999999999893,-0.6000000000000005,4.75,4
2006-04-27,0.29999999999999893,-0.6000000000000005,4.75,5
2006-04-28,0.29999999999999893,-0.6000000000000005,4.75,6
2006-05-08,0.29999999999999893,-0.6000000000000005,4.75,7
2006-05-09,0.29999999999999893,-0.6000000000000005,4.75,8
2006-05-10,0.29999999999999893,-0.6000000000000005,4.75,9
2006-05-11,0.29999999999999893,-0.6000000000000005,4.75,10
2006-05-12,0.29999999999999893,-0.6000000000000005,4.75,11
2006-05-15,0.29999999999999893,-0.6000000000000005,4.75,12
2006-05-16,0.29999999999999893,-0.6000000000000005,4.75,13
2006-05-17,0.29999999999999893,-0.6000000000000005,4.75,14
2006-05-18,0.29999999999999893,-0.6000000000000005,4.75,15
2006-05-19,0.29999999999999893,-0.6000000000000005,4.75,16
2006-05-22,0.29999999999999893,-0.6000000000000005,4.75,17
2006-05-23,0.29999999999999893,-0.6000000000000005,4.75,18
2006-05-24,0.29999999999999893,-0.6000000000000005,4.75,19
2006-05-25,0.29999999999999893,-0.6000000000000005,4.75,20
2006-05-26,0.29999999999999893,-0.6000000000000005,4.75,21
2006-05-29,0.29999999999999893,-0.6000000000000005,4.75,22
2006-05-30,0.29999999999999893,-0.6000000000000005,4.75,23
2006-05-31,0.29999999999999893,-0.6000000000000005,4.75,24
2006-06-01,0.29999999999999893,-0.6000000000000005,4.75,25
2006-06-02,0.29999999999999893,-0.6000000000000005,4.75,26
2006-06-05,0.29999999999999893,-0.6000000000000005,4.75,27
2006-06-06,0.29999999999999893,-0.6000000000000005,4.75,28
2006-06-07,0.29999999999999893,-0.6000000000000005,4.75,29
2006-06-08,0.29999999999999893,-0.6000000000000005,4.75,30
2006-06-09,0.29999999999999893,-0.6000000000000005,4.75,31
2006-06-12,0.29999999999999893,-0.6000000000000005,4.75,32
2006-06-13,0.29999999999999893,-0.6000000000000005,4.75,33
2006-06-14,0.29999999999999893,-0.6000000000000005,4.75,34
2006-06-15,0.29999999999999893,-0.6000000000000005,4.75,35
2006-06-16,0.29999999999999893,-0.6000000000000005,4.75,36
2006-06-19,0.29999999999999893,-0.6000000000000005,4.75,37
2006-06-20,0.29999999999999893,-0.6000000000000005,4.75,38
2006-06-21,0.29999999999999893,-0.6000000000000005,4.75,39
2006-06-22,0.29999999999999893,-0.6000000000000005,4.75,40
2006-06-23,0.29999999999999893,-0.6000000000000005,4.75,41
2006-06-26,0.29999999999999893,-0.6000000000000005,4.75,42
2006-06-27,0.29999999999999893,-0.6000000000000005,4.75,43
2006-06-28,0.29999999999999893,-0.6000000000000005,4.75,44
2006-06-29,0.29999999999999893,-0.6000000000000005,4.75,45
2006-06-30,0.29999999999999893,-0.6000000000000005,4.75,46
2006-07-03,0.29999999999999893,-0.6000000000000005,4.75,47
2006-07-04,0.29999999999999893,-0.6000000000000005,4.75,48
2006-07-05,0.29999999999999893,-0.6000000000000005,4.75,49
2006-07-06,0.29999999999999893,-0.6000000000000005,4.75,50
2006-07-07,0.29999999999999893,-0.6000000000000005,4.75,51
2006-07-10,0.29999999999999893,-0.6000000000000005,4.75,52
2006-07-11,0.29999999999999893,-0.6000000000000005,4.75,53
2006-07-12,0.29999999999999893,-0.6000000000000005,4.75,54
2006-07-13,0.29999999999999893,-0.6000000000000005,4.75,55
2006-07-14,0.29999999999999893,-0.6000000000000005,4.75,56
2006-07-17,0.29999999999999893,-0.6000000000000005,4.75,57
2006-07-18,0.29999999999999893,-0.6000000000000005,4.75,58
2006-07-19,0.29999999999999893,-0.6000000000000005,4.75,59
2006-07-20,0.9999999999999964,0.5,-2.6699999999999946,0
2006-07-21,0.9999999999999964,0.5,-2.6699999999999946,1
2006-07-24,0.9999999999999964,0.5,-2.6699999999999946,2
2006-07-25,0.9999999999999964,0.5,-2.6699999999999946,3
2006-07-26,0.9999999999999964,0.5,-2.6699999999999946,4
2006-07-27,0.9999999999999964,0.5,-2.6699999999999946,5
2006-07-28,0.9999999999999964,0.5,-2.6699999999999946,6
2006-07-31,0.9999999999999964,0.5,-2.6699999999999946,7
2006-08-01,0.9999999999999964,0.5,-2.6699999999999946,8
2006-08-02,0.9999999999999964,0.5,-2.6699999999999946,9
2006-08-03,0.9999999999999964,0.5,-2.6699999999999946,10
2006-08-04,0.9999999999999964,0.5,-2.6699999999999946,11
2006-08-07,0.9999999999999964,0.5,-2.6699999999999946,12
2006-08-08,0.9999999999999964,0.5,-2.6699999999999946,13
2006-08-09,0.9999999999999964,0.5,-2.6699999999999946,14
2006-08-10,0.9999999999999964,0.5,-2.6699999999999946,15
2006-08-11,0.9999999999999964,0.5,-2.6699999999999946,16
2006-08-14,0.9999999999999964,0.5,-2.6699999999999946,17
2006-08-15,0.9999999999999964,0.5,-2.6699999999999946,18
2006-08-16,0.9999999999999964,0.5,-2.6699999999999946,19
2006-08-17,0.9999999999999964,0.5,-2.6699999999999946,20
2006-08-18,0.9999999999999964,0.5,-2.6699999999999946,21
2006-08-21,0.9999999999999964,0.5,-2.6699999999999946,22
2006-08-22,0.9999999999999964,0.5,-2.6699999999999946,23
2006-08-23,0.9999999999999964,0.5,-2.6699999999999946,24
2006-08-24,0.9999999999999964,0.5,-2.6699999999999946,25
2006-08-25,0.9999999999999964,0.5,-2.6699999999999946,26
2006-08-28,0.9999999999999964,0.5,-2.6699999999999946,27
2006-08-29,0.9999999999999964,0.5,-2.6699999999999946,28
2006-08-30,0.9999999999999964,0.5,-2.6699999999999946,29
2006-08-31,0.9999999999999964,0.5,-2.6699999999999946,30
2006-09-01,0.9999999999999964,0.5,-2.6699999999999946,31
2006-09-04,0.9999999999999964,0.5,-2.6699999999999946,32
2006-09-05,0.9999999999999964,0.5,-2.6699999999999946,33
2006-09-06,0.9999999999999964,0.5,-2.6699999999999946,34
2006-09-07,0.9999999999999964,0.5,-2.6699999999999946,35
2006-09-08,0.9999999999999964,0.5,-2.6699999999999946,36
2006-09-11,0.9999999999999964,0.5,-2.6699999999999946,37
2006-09-12,0.9999999999999964,0.5,-2.6699999999999946,38
2006-09-13,0.9999999999999964,0.5,-2.6699999999999946,39
2006-09-14,0.9999999999999964,0.5,-2.6699999999999946,40
2006-09-15,0.9999999999999964,0.5,-2.6699999999999946,41
2006-09-18,0.9999999999999964,0.5,-2.6699999999999946,42
2006-09-19,0.9999999999999964,0.5,-2.6699999999999946,43
2006-09-20,0.9999999999999964,0.5,-2.6699999999999946,44
2006-09-21,0.9999999999999964,0.5,-2.6699999999999946,45
2006-09-22,0.9999999999999964,0.5,-2.6699999999999946,46
2006-09-25,0.9999999999999964,0.5,-2.6699999999999946,47
2006-09-26,0.9999999999999964,0.5,-2.6699999999999946,48
2006-09-27,0.9999999999999964,0.5,-2.6699999999999946,49
2006-09-28,0.9999999999999964,0.5,-2.6699999999999946,50
2006-09-29,0.9999999999999964,0.5,-2.6699999999999946,51
2006-10-09,0.9999999999999964,0.5,-2.6699999999999946,52
2006-10-10,0.9999999999999964,0.5,-2.6699999999999946,53
2006-10-11,0.9999999999999964,0.5,-2.6699999999999946,54
2006-10-12,0.9999999999999964,0.5,-2.6699999999999946,55
2006-10-13,0.9999999999999964,0.5,-2.6699999999999946,56
2006-10-16,0.9999999999999964,0.5,-2.6699999999999946,57
2006-10-17,0.9999999999999964,0.5,-2.6699999999999946,58
2006-10-18,0.9999999999999964,0.5,-2.6699999999999946,59
2006-10-19,0.9999999999999964,0.5,-2.6699999999999946,60
2006-10-20,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,0
2006-10-23,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,1
2006-10-24,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,2
2006-10-25,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,3
2006-10-26,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,4
2006-10-27,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,5
2006-10-30,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,6
2006-10-31,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,7
2006-11-01,-1.0999999999999996,-0.1999999999999993,-2.510000000000005,8
