,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000090.SZ,20230420,5.68,5.72,5.6,5.71,5.68,0.03,0.5282,203476.75,115274.711
1,000090.SZ,20230419,5.7,5.73,5.67,5.68,5.72,-0.04,-0.6993,172879.29,98408.077
2,000090.SZ,20230418,5.7,5.75,5.67,5.72,5.72,0.0,0.0,197590.45,112863.321
3,000090.SZ,20230417,5.68,5.74,5.66,5.72,5.72,0.0,0.0,243878.6,138954.922
4,000090.SZ,20230414,5.65,5.78,5.62,5.72,5.64,0.08,1.4184,374583.44,214014.855
5,000090.SZ,20230413,5.63,5.66,5.57,5.64,5.62,0.02,0.3559,187776.74,105512.325
6,000090.SZ,20230412,5.57,5.65,5.53,5.62,5.55,0.07,1.2613,215087.3,120703.546
7,000090.SZ,20230411,5.47,5.56,5.41,5.55,5.47,0.08,1.4625,200423.38,110447.081
8,000090.SZ,20230410,5.51,5.56,5.45,5.47,5.51,-0.04,-0.726,190652.83,104797.804
9,000090.SZ,20230407,5.46,5.54,5.43,5.51,5.44,0.07,1.2868,148266.38,81665.59
10,000090.SZ,20230406,5.45,5.49,5.4,5.44,5.45,-0.01,-0.1835,117639.22,64010.898
11,000090.SZ,20230404,5.41,5.5,5.37,5.45,5.39,0.06,1.1132,212299.03,115752.115
12,000090.SZ,20230403,5.36,5.43,5.33,5.39,5.36,0.03,0.5597,207402.24,111817.735
13,000090.SZ,20230331,5.39,5.39,5.33,5.36,5.36,0.0,0.0,163400.4,87490.615
14,000090.SZ,20230330,5.36,5.37,5.28,5.36,5.33,0.03,0.5629,161151.36,85859.193
15,000090.SZ,20230329,5.4,5.42,5.32,5.33,5.4,-0.07,-1.2963,181992.94,97354.462
16,000090.SZ,20230328,5.44,5.47,5.39,5.4,5.43,-0.03,-0.5525,148634.1,80510.751
17,000090.SZ,20230327,5.54,5.55,5.4,5.43,5.54,-0.11,-1.9856,236378.85,128752.878
18,000090.SZ,20230324,5.58,5.58,5.5,5.54,5.58,-0.04,-0.7168,187617.6,103753.961
19,000090.SZ,20230323,5.58,5.6,5.52,5.58,5.57,0.01,0.1795,129719.95,72285.259
20,000090.SZ,20230322,5.54,5.63,5.53,5.57,5.52,0.05,0.9058,189064.27,105431.351
21,000090.SZ,20230321,5.59,5.6,5.49,5.52,5.55,-0.03,-0.5405,203773.31,112562.436
22,000090.SZ,20230320,5.66,5.7,5.54,5.55,5.64,-0.09,-1.5957,215001.04,120270.583
23,000090.SZ,20230317,5.61,5.71,5.6,5.64,5.58,0.06,1.0753,169190.36,95826.019
24,000090.SZ,20230316,5.62,5.69,5.58,5.58,5.64,-0.06,-1.0638,171058.4,96469.285
25,000090.SZ,20230315,5.5,5.68,5.5,5.64,5.48,0.16,2.9197,211678.52,118632.22
26,000090.SZ,20230314,5.59,5.63,5.47,5.48,5.6,-0.12,-2.1429,194473.91,107520.266
27,000090.SZ,20230313,5.6,5.63,5.55,5.6,5.57,0.03,0.5386,205987.09,115214.001
28,000090.SZ,20230310,5.7,5.74,5.57,5.57,5.74,-0.17,-2.9617,267010.34,150081.503
29,000090.SZ,20230309,5.77,5.8,5.72,5.74,5.78,-0.04,-0.692,112685.78,64751.599
30,000090.SZ,20230308,5.77,5.79,5.73,5.78,5.76,0.02,0.3472,148967.7,85802.955
31,000090.SZ,20230307,5.83,5.9,5.75,5.76,5.85,-0.09,-1.5385,210534.76,122742.228
32,000090.SZ,20230306,5.98,6.0,5.81,5.85,5.96,-0.11,-1.8456,248704.87,146088.493
33,000090.SZ,20230303,5.88,5.97,5.84,5.96,5.88,0.08,1.3605,216835.07,128618.88
34,000090.SZ,20230302,5.84,5.93,5.81,5.88,5.85,0.03,0.5128,209991.19,123565.801
35,000090.SZ,20230301,5.75,5.85,5.73,5.85,5.76,0.09,1.5625,273676.19,159191.169
36,000090.SZ,20230228,5.74,5.77,5.68,5.76,5.7,0.06,1.0526,113160.15,64720.587
37,000090.SZ,20230227,5.72,5.76,5.68,5.7,5.72,-0.02,-0.3497,107720.43,61647.241
38,000090.SZ,20230224,5.77,5.79,5.69,5.72,5.75,-0.03,-0.5217,112596.99,64593.456
39,000090.SZ,20230223,5.79,5.84,5.73,5.75,5.78,-0.03,-0.519,198163.04,114605.394
40,000090.SZ,20230222,5.73,5.8,5.72,5.78,5.76,0.02,0.3472,192074.53,110915.538
41,000090.SZ,20230221,5.73,5.8,5.7,5.76,5.69,0.07,1.2302,319892.16,184254.261
42,000090.SZ,20230220,5.59,5.69,5.56,5.69,5.57,0.12,2.1544,141207.85,79691.521
43,000090.SZ,20230217,5.58,5.63,5.56,5.57,5.57,0.0,0.0,112706.51,63030.948
44,000090.SZ,20230216,5.71,5.75,5.54,5.57,5.69,-0.12,-2.109,210816.98,119394.236
45,000090.SZ,20230215,5.75,5.76,5.68,5.69,5.76,-0.07,-1.2153,135852.94,77597.822
46,000090.SZ,20230214,5.76,5.79,5.72,5.76,5.77,-0.01,-0.1733,140711.8,80884.41
47,000090.SZ,20230213,5.7,5.78,5.7,5.77,5.71,0.06,1.0508,189922.39,109126.388
48,000090.SZ,20230210,5.67,5.72,5.63,5.71,5.65,0.06,1.0619,145517.94,82857.115
49,000090.SZ,20230209,5.63,5.66,5.6,5.65,5.61,0.04,0.713,149001.35,83926.284
50,000090.SZ,20230208,5.7,5.73,5.6,5.61,5.71,-0.1,-1.7513,179856.61,101629.968
51,000090.SZ,20230207,5.66,5.72,5.64,5.71,5.66,0.05,0.8834,113916.55,64764.683
52,000090.SZ,20230206,5.68,5.7,5.61,5.66,5.7,-0.04,-0.7018,107180.89,60644.677
53,000090.SZ,20230203,5.76,5.76,5.64,5.7,5.75,-0.05,-0.8696,139554.03,79362.132
54,000090.SZ,20230202,5.8,5.8,5.71,5.75,5.8,-0.05,-0.8621,194281.21,111726.512
55,000090.SZ,20230201,5.75,5.8,5.74,5.8,5.77,0.03,0.5199,130326.38,75152.501
56,000090.SZ,20230131,5.69,5.78,5.67,5.77,5.71,0.06,1.0508,125813.6,72145.375
57,000090.SZ,20230130,5.81,5.83,5.69,5.71,5.72,-0.01,-0.1748,148840.0,85352.459
58,000090.SZ,20230120,5.62,5.74,5.62,5.72,5.62,0.1,1.7794,160743.39,91526.697
59,000090.SZ,20230119,5.58,5.63,5.54,5.62,5.57,0.05,0.8977,88988.77,49766.985
60,000090.SZ,20230118,5.62,5.64,5.56,5.57,5.58,-0.01,-0.1792,96943.47,54215.598
61,000090.SZ,20230117,5.51,5.63,5.5,5.58,5.54,0.04,0.722,130461.49,72786.243
62,000090.SZ,20230116,5.47,5.56,5.39,5.54,5.46,0.08,1.4652,167244.81,92013.278
63,000090.SZ,20230113,5.39,5.47,5.39,5.46,5.39,0.07,1.2987,96161.87,52391.153
64,000090.SZ,20230112,5.45,5.47,5.38,5.39,5.44,-0.05,-0.9191,127437.8,68982.794
65,000090.SZ,20230111,5.43,5.52,5.42,5.44,5.43,0.01,0.1842,132145.93,72318.305
66,000090.SZ,20230110,5.5,5.52,5.42,5.43,5.48,-0.05,-0.9124,143552.0,78286.9
67,000090.SZ,20230109,5.54,5.57,5.47,5.48,5.52,-0.04,-0.7246,138064.74,76186.666
68,000090.SZ,20230106,5.61,5.66,5.49,5.52,5.56,-0.04,-0.7194,222262.92,123437.358
69,000090.SZ,20230105,5.6,5.62,5.54,5.56,5.6,-0.04,-0.7143,172509.25,96103.659
70,000090.SZ,20230104,5.51,5.68,5.48,5.6,5.51,0.09,1.6334,211675.34,118693.493
71,000090.SZ,20230103,5.46,5.53,5.46,5.51,5.46,0.05,0.9158,168510.3,92719.983
72,000090.SZ,20221230,5.47,5.53,5.44,5.46,5.46,0.0,0.0,143192.01,78498.304
73,000090.SZ,20221229,5.58,5.59,5.44,5.46,5.58,-0.12,-2.1505,162796.91,89145.547
74,000090.SZ,20221228,5.6,5.66,5.51,5.58,5.62,-0.04,-0.7117,164915.28,92097.519
75,000090.SZ,20221227,5.58,5.72,5.57,5.62,5.54,0.08,1.444,189520.85,106896.467
76,000090.SZ,20221226,5.6,5.66,5.53,5.54,5.6,-0.06,-1.0714,142574.25,79282.533
77,000090.SZ,20221223,5.55,5.63,5.53,5.6,5.58,0.02,0.3584,90581.96,50678.323
78,000090.SZ,20221222,5.7,5.78,5.55,5.58,5.67,-0.09,-1.5873,141025.56,79896.418
79,000090.SZ,20221221,5.74,5.77,5.65,5.67,5.66,0.01,0.1767,113498.64,64774.099
80,000090.SZ,20221220,5.78,5.78,5.65,5.66,5.8,-0.14,-2.4138,152215.61,86675.952
81,000090.SZ,20221219,5.88,5.99,5.73,5.8,5.86,-0.06,-1.0239,219065.68,127912.509
82,000090.SZ,20221216,5.83,5.97,5.79,5.86,5.83,0.03,0.5146,206804.5,121626.838
83,000090.SZ,20221215,5.82,5.89,5.78,5.83,5.86,-0.03,-0.5119,119916.01,69829.195
84,000090.SZ,20221214,5.94,5.95,5.83,5.86,5.95,-0.09,-1.5126,171325.06,100900.185
85,000090.SZ,20221213,5.94,5.99,5.9,5.95,5.91,0.04,0.6768,150490.72,89480.29
86,000090.SZ,20221212,6.09,6.09,5.9,5.91,6.15,-0.24,-3.9024,268440.8,160347.467
87,000090.SZ,20221209,6.05,6.15,6.01,6.15,6.04,0.11,1.8212,335029.44,203646.157
88,000090.SZ,20221208,6.0,6.1,5.99,6.04,6.05,-0.01,-0.1653,208767.84,126173.483
89,000090.SZ,20221207,6.11,6.14,5.98,6.05,6.12,-0.07,-1.1438,254759.16,153941.839
90,000090.SZ,20221206,6.18,6.25,6.06,6.12,6.27,-0.15,-2.3923,409047.43,251204.068
91,000090.SZ,20221205,6.38,6.45,6.2,6.27,6.11,0.16,2.6187,595154.5,375913.496
92,000090.SZ,20221202,6.11,6.16,5.96,6.11,6.14,-0.03,-0.4886,433879.89,262481.254
93,000090.SZ,20221201,6.21,6.29,6.09,6.14,6.15,-0.01,-0.1626,482800.48,299123.287
94,000090.SZ,20221130,6.18,6.43,6.12,6.15,6.19,-0.04,-0.6462,698044.68,436222.8
95,000090.SZ,20221129,6.11,6.29,6.0,6.19,5.84,0.35,5.9932,955670.63,586991.856
96,000090.SZ,20221128,5.75,5.88,5.72,5.84,5.84,0.0,0.0,321198.13,186678.494
97,000090.SZ,20221125,5.68,5.87,5.65,5.84,5.67,0.17,2.9982,532772.22,309202.28
98,000090.SZ,20221124,5.66,5.76,5.62,5.67,5.59,0.08,1.4311,388369.52,221400.205
