,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000826.SZ,20230420,3.25,3.26,3.17,3.2,3.26,-0.06,-1.8405,137218.6,43834.827
1,000826.SZ,20230419,3.25,3.28,3.23,3.26,3.25,0.01,0.3077,104019.6,33915.914
2,000826.SZ,20230418,3.3,3.31,3.25,3.25,3.3,-0.05,-1.5152,95173.0,31108.229
3,000826.SZ,20230417,3.33,3.33,3.29,3.3,3.33,-0.03,-0.9009,109330.8,36116.874
4,000826.SZ,20230414,3.36,3.37,3.32,3.33,3.35,-0.02,-0.597,103749.76,34633.521
5,000826.SZ,20230413,3.38,3.38,3.34,3.35,3.39,-0.04,-1.1799,99392.01,33403.599
6,000826.SZ,20230412,3.38,3.42,3.36,3.39,3.4,-0.01,-0.2941,131290.54,44480.328
7,000826.SZ,20230411,3.39,3.42,3.34,3.4,3.38,0.02,0.5917,128451.31,43289.753
8,000826.SZ,20230410,3.44,3.47,3.37,3.38,3.45,-0.07,-2.029,148208.1,50632.822
9,000826.SZ,20230407,3.47,3.62,3.44,3.45,3.41,0.04,1.173,364500.71,127944.222
10,000826.SZ,20230406,3.37,3.45,3.33,3.41,3.36,0.05,1.4881,214509.34,72620.615
11,000826.SZ,20230404,3.4,3.41,3.34,3.36,3.41,-0.05,-1.4663,100794.95,33942.208
12,000826.SZ,20230403,3.38,3.41,3.36,3.41,3.38,0.03,0.8876,108746.4,36815.21
13,000826.SZ,20230331,3.34,3.38,3.34,3.38,3.34,0.04,1.1976,70647.2,23795.455
14,000826.SZ,20230330,3.39,3.4,3.32,3.34,3.38,-0.04,-1.1834,90581.45,30299.661
15,000826.SZ,20230329,3.43,3.44,3.37,3.38,3.43,-0.05,-1.4577,111012.32,37682.328
16,000826.SZ,20230328,3.47,3.47,3.41,3.43,3.47,-0.04,-1.1527,105917.43,36430.572
17,000826.SZ,20230327,3.49,3.5,3.44,3.47,3.49,-0.02,-0.5731,114913.2,39753.066
18,000826.SZ,20230324,3.52,3.52,3.48,3.49,3.52,-0.03,-0.8523,105773.32,36952.061
19,000826.SZ,20230323,3.52,3.53,3.49,3.52,3.53,-0.01,-0.2833,100892.61,35361.246
20,000826.SZ,20230322,3.5,3.54,3.5,3.53,3.5,0.03,0.8571,80808.0,28471.337
21,000826.SZ,20230321,3.47,3.51,3.47,3.5,3.47,0.03,0.8646,99818.93,34854.109
22,000826.SZ,20230320,3.52,3.53,3.46,3.47,3.52,-0.05,-1.4205,118931.75,41495.255
23,000826.SZ,20230317,3.52,3.55,3.51,3.52,3.5,0.02,0.5714,96503.19,34033.083
24,000826.SZ,20230316,3.54,3.57,3.48,3.5,3.55,-0.05,-1.4085,105505.2,37176.911
25,000826.SZ,20230315,3.51,3.57,3.5,3.55,3.5,0.05,1.4286,95984.0,33989.641
26,000826.SZ,20230314,3.57,3.57,3.46,3.5,3.56,-0.06,-1.6854,118623.76,41574.912
27,000826.SZ,20230313,3.57,3.59,3.51,3.56,3.58,-0.02,-0.5587,130065.4,46084.94
28,000826.SZ,20230310,3.67,3.67,3.58,3.58,3.67,-0.09,-2.4523,134262.4,48503.25
29,000826.SZ,20230309,3.63,3.68,3.6,3.67,3.62,0.05,1.3812,141373.49,51636.886
30,000826.SZ,20230308,3.57,3.62,3.56,3.62,3.57,0.05,1.4006,83714.8,30153.812
31,000826.SZ,20230307,3.68,3.69,3.57,3.57,3.64,-0.07,-1.9231,136141.2,49261.722
32,000826.SZ,20230306,3.66,3.69,3.63,3.64,3.66,-0.02,-0.5464,101911.28,37245.75
33,000826.SZ,20230303,3.63,3.66,3.62,3.66,3.64,0.02,0.5495,96405.79,35075.26
34,000826.SZ,20230302,3.65,3.68,3.63,3.64,3.65,-0.01,-0.274,117594.98,43032.397
35,000826.SZ,20230301,3.65,3.68,3.62,3.65,3.63,0.02,0.551,183270.58,66909.264
36,000826.SZ,20230228,3.59,3.64,3.59,3.63,3.59,0.04,1.1142,83888.6,30294.747
