,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000822.SZ,20230420,7.7,7.7,7.59,7.61,7.72,-0.11,-1.4249,121225.12,92382.941
1,000822.SZ,20230419,7.86,7.86,7.71,7.72,7.84,-0.12,-1.5306,104774.0,81391.439
2,000822.SZ,20230418,7.92,7.92,7.83,7.84,7.92,-0.08,-1.0101,81686.0,64190.908
3,000822.SZ,20230417,7.84,7.92,7.82,7.92,7.83,0.09,1.1494,112541.01,88797.263
4,000822.SZ,20230414,7.85,7.86,7.81,7.83,7.8,0.03,0.3846,69684.3,54556.675
5,000822.SZ,20230413,7.85,7.85,7.78,7.8,7.87,-0.07,-0.8895,83753.0,65348.637
6,000822.SZ,20230412,7.89,7.9,7.83,7.87,7.88,-0.01,-0.1269,89960.87,70730.564
7,000822.SZ,20230411,7.88,7.89,7.78,7.88,7.86,0.02,0.2545,84101.42,65848.877
8,000822.SZ,20230410,7.94,7.98,7.84,7.86,7.95,-0.09,-1.1321,139230.31,109960.692
9,000822.SZ,20230407,7.7,8.18,7.68,7.95,7.66,0.29,3.7859,362450.51,289745.144
10,000822.SZ,20230406,7.6,7.7,7.59,7.66,7.6,0.06,0.7895,94459.84,72407.384
11,000822.SZ,20230404,7.69,7.69,7.56,7.6,7.69,-0.09,-1.1704,123733.94,94081.234
12,000822.SZ,20230403,7.71,7.73,7.66,7.69,7.71,-0.02,-0.2594,140001.98,107571.937
13,000822.SZ,20230331,7.67,7.75,7.67,7.71,7.66,0.05,0.6527,67825.88,52361.44
14,000822.SZ,20230330,7.71,7.73,7.53,7.66,7.69,-0.03,-0.3901,105378.62,80259.249
15,000822.SZ,20230329,7.83,7.84,7.68,7.69,7.81,-0.12,-1.5365,115706.28,89511.917
16,000822.SZ,20230328,7.84,7.92,7.8,7.81,7.82,-0.01,-0.1279,82512.05,64708.04
17,000822.SZ,20230327,7.86,7.86,7.76,7.82,7.84,-0.02,-0.2551,97703.68,76201.563
18,000822.SZ,20230324,7.88,7.88,7.81,7.84,7.89,-0.05,-0.6337,104196.0,81634.873
19,000822.SZ,20230323,7.9,7.92,7.82,7.89,7.94,-0.05,-0.6297,111304.77,87524.754
20,000822.SZ,20230322,7.92,7.96,7.88,7.94,7.92,0.02,0.2525,81625.91,64613.771
21,000822.SZ,20230321,7.85,7.92,7.81,7.92,7.81,0.11,1.4085,95048.33,74825.32
22,000822.SZ,20230320,7.83,7.89,7.78,7.81,7.83,-0.02,-0.2554,116048.27,90869.835
23,000822.SZ,20230317,7.83,7.86,7.77,7.83,7.76,0.07,0.9021,95764.75,74951.858
24,000822.SZ,20230316,7.87,7.89,7.75,7.76,7.91,-0.15,-1.8963,128102.16,100058.751
