,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000596.SZ,20230420,276.2,276.85,268.99,270.5,276.19,-5.69,-2.0602,10524.85,285964.99
1,000596.SZ,20230419,281.72,282.0,274.0,276.19,282.86,-6.67,-2.3581,12496.68,345834.618
2,000596.SZ,20230418,277.82,283.0,276.17,282.86,278.39,4.47,1.6057,11490.77,322258.947
3,000596.SZ,20230417,282.5,288.48,275.0,278.39,277.27,1.12,0.4039,16313.43,456945.71
4,000596.SZ,20230414,275.74,283.0,275.46,277.27,276.68,0.59,0.2132,14805.92,412780.197
5,000596.SZ,20230413,276.02,277.84,272.08,276.68,277.4,-0.72,-0.2596,20078.47,553078.627
6,000596.SZ,20230412,286.43,287.39,275.28,277.4,286.43,-9.03,-3.1526,27565.44,766700.725
7,000596.SZ,20230411,291.06,292.35,283.03,286.43,290.9,-4.47,-1.5366,17701.32,507218.398
8,000596.SZ,20230410,290.5,293.0,276.01,290.9,290.5,0.4,0.1377,27780.8,792052.968
9,000596.SZ,20230407,294.0,298.8,288.8,290.5,295.49,-4.99,-1.6887,10771.12,314776.712
10,000596.SZ,20230406,301.88,307.07,291.5,295.49,303.0,-7.51,-2.4785,13179.15,393204.723
11,000596.SZ,20230404,294.47,305.14,290.0,303.0,293.16,9.84,3.3565,18939.61,566591.084
12,000596.SZ,20230403,293.02,301.8,292.0,293.16,296.0,-2.84,-0.9595,15130.35,446591.081
13,000596.SZ,20230331,283.0,299.18,283.0,296.0,282.96,13.04,4.6084,29884.74,883007.754
14,000596.SZ,20230330,281.0,285.3,278.58,282.96,281.86,1.1,0.3903,10674.34,300818.928
15,000596.SZ,20230329,280.62,282.78,277.38,281.86,280.99,0.87,0.3096,13189.1,369028.534
16,000596.SZ,20230328,273.0,285.0,271.0,280.99,272.02,8.97,3.2976,16368.51,458098.863
17,000596.SZ,20230327,275.71,277.99,269.0,272.02,275.7,-3.68,-1.3348,11673.78,318771.052
18,000596.SZ,20230324,271.0,282.0,270.8,275.7,271.58,4.12,1.517,15948.71,440781.505
19,000596.SZ,20230323,265.71,274.81,263.6,271.58,265.7,5.88,2.213,11899.33,322541.298
20,000596.SZ,20230322,271.53,277.47,263.1,265.7,271.15,-5.45,-2.01,14517.71,390211.538
21,000596.SZ,20230321,265.71,274.5,262.33,271.15,265.51,5.64,2.1242,15776.72,424278.166
22,000596.SZ,20230320,262.9,266.18,256.0,265.51,262.9,2.61,0.9928,17151.94,449568.429
23,000596.SZ,20230317,276.0,276.35,260.91,262.9,273.99,-11.09,-4.0476,29510.4,785025.07
24,000596.SZ,20230316,268.0,276.4,267.1,273.99,270.22,3.77,1.3952,11425.12,312774.605
25,000596.SZ,20230315,274.06,277.26,270.0,270.22,275.2,-4.98,-1.8096,10269.84,279539.448
26,000596.SZ,20230314,280.42,284.39,271.5,275.2,280.4,-5.2,-1.8545,12512.08,345780.013
27,000596.SZ,20230313,271.55,282.9,269.64,280.4,271.55,8.85,3.2591,15028.35,418272.836
