,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,001309.SZ,20230420,81.4,85.73,80.69,85.7,81.76,3.94,4.819,44396.35,372213.006
1,001309.SZ,20230419,82.9,84.65,81.4,81.76,83.4,-1.64,-1.9664,30276.0,251112.432
2,001309.SZ,20230418,83.66,85.1,80.0,83.4,85.1,-1.7,-1.9976,34376.0,281681.14
3,001309.SZ,20230417,85.5,89.88,84.98,85.1,86.61,-1.51,-1.7434,34900.0,303728.493
4,001309.SZ,20230414,85.2,87.31,80.29,86.61,84.92,1.69,1.9901,50327.66,425979.882
5,001309.SZ,20230413,88.18,88.66,84.01,84.92,90.91,-5.99,-6.5889,50433.45,435032.821
6,001309.SZ,20230412,92.34,93.23,86.79,90.91,93.76,-2.85,-3.0397,57406.7,515773.909
7,001309.SZ,20230411,90.42,97.96,85.64,93.76,89.21,4.55,5.1003,81463.9,752157.887
8,001309.SZ,20230410,82.28,89.21,79.0,89.21,81.1,8.11,10.0,77476.9,666677.827
9,001309.SZ,20230407,79.0,81.81,76.18,81.1,79.97,1.13,1.413,49181.41,389070.948
10,001309.SZ,20230406,77.15,82.83,76.83,79.97,78.97,1.0,1.2663,62014.16,500533.256
11,001309.SZ,20230404,78.75,82.34,76.88,78.97,81.5,-2.53,-3.1043,66757.82,526369.441
12,001309.SZ,20230403,85.2,88.0,81.44,81.5,81.49,0.01,0.0123,81046.28,678161.145
13,001309.SZ,20230331,83.98,87.66,79.0,81.49,80.08,1.41,1.7607,92960.14,770927.135
14,001309.SZ,20230330,74.89,80.08,74.89,80.08,72.8,7.28,10.0,64449.28,505758.387
15,001309.SZ,20230329,65.83,72.8,64.63,72.8,66.18,6.62,10.003,58909.48,409235.163
16,001309.SZ,20230328,69.04,69.29,66.03,66.18,70.15,-3.97,-5.6593,30238.0,203313.117
17,001309.SZ,20230327,67.44,71.58,67.44,70.15,66.93,3.22,4.811,42675.39,297110.426
18,001309.SZ,20230324,69.08,71.2,66.0,66.93,69.58,-2.65,-3.8086,37124.89,252953.379
19,001309.SZ,20230323,66.48,69.6,66.23,69.58,66.35,3.23,4.8681,37408.5,254983.37
20,001309.SZ,20230322,67.31,67.31,65.99,66.35,67.09,-0.74,-1.103,12774.0,84850.517
21,001309.SZ,20230321,66.2,67.32,65.31,67.09,66.65,0.44,0.6602,14146.2,94033.864
22,001309.SZ,20230320,67.02,68.28,66.0,66.65,66.28,0.37,0.5582,21434.0,143827.397
23,001309.SZ,20230317,65.0,67.5,64.77,66.28,64.3,1.98,3.0793,21407.32,141686.496
24,001309.SZ,20230316,65.18,66.41,64.02,64.3,66.45,-2.15,-3.2355,17796.32,115536.161
25,001309.SZ,20230315,68.6,70.16,66.02,66.45,68.98,-2.53,-3.6677,32122.87,218098.333
26,001309.SZ,20230314,66.2,68.99,64.61,68.98,66.4,2.58,3.8855,26467.8,178166.801
27,001309.SZ,20230313,66.52,66.95,65.1,66.4,66.8,-0.4,-0.5988,13732.09,90504.309
