,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,001259.SZ,20230420,28.66,28.66,27.9,28.21,28.53,-0.32,-1.1216,6419.02,18077.027
1,001259.SZ,20230419,28.96,29.42,28.44,28.53,28.96,-0.43,-1.4848,7259.0,20956.683
2,001259.SZ,20230418,28.9,29.38,28.79,28.96,29.14,-0.18,-0.6177,9097.0,26509.886
3,001259.SZ,20230417,28.33,29.34,28.19,29.14,28.16,0.98,3.4801,14574.0,42308.609
4,001259.SZ,20230414,28.58,28.6,28.09,28.16,28.57,-0.41,-1.4351,6386.0,18072.212
5,001259.SZ,20230413,28.42,28.66,28.1,28.57,28.4,0.17,0.5986,5205.0,14775.034
6,001259.SZ,20230412,28.61,28.99,28.31,28.4,28.61,-0.21,-0.734,5368.0,15311.457
7,001259.SZ,20230411,28.68,28.92,28.51,28.61,28.81,-0.2,-0.6942,4965.0,14234.034
8,001259.SZ,20230410,29.39,29.39,28.62,28.81,29.4,-0.59,-2.0068,8514.0,24562.99
9,001259.SZ,20230407,29.15,29.65,28.95,29.4,28.96,0.44,1.5193,6436.0,18920.192
10,001259.SZ,20230406,29.17,29.29,28.91,28.96,29.18,-0.22,-0.7539,5535.0,16086.274
11,001259.SZ,20230404,29.81,29.82,28.85,29.18,29.81,-0.63,-2.1134,10787.0,31545.657
12,001259.SZ,20230403,29.98,29.98,29.67,29.81,29.66,0.15,0.5057,7451.0,22220.661
13,001259.SZ,20230331,29.45,29.88,29.32,29.66,29.45,0.21,0.7131,6736.0,19985.685
14,001259.SZ,20230330,29.81,29.81,29.01,29.45,29.89,-0.44,-1.4721,9207.0,27003.363
15,001259.SZ,20230329,29.96,30.16,29.51,29.89,29.6,0.29,0.9797,7575.0,22608.281
16,001259.SZ,20230328,29.87,30.03,29.53,29.6,29.87,-0.27,-0.9039,6076.0,18057.632
17,001259.SZ,20230327,29.67,30.08,29.28,29.87,29.68,0.19,0.6402,8996.68,26751.398
18,001259.SZ,20230324,29.93,30.1,29.51,29.68,29.82,-0.14,-0.4695,7148.0,21305.45
19,001259.SZ,20230323,29.36,30.14,29.36,29.82,29.69,0.13,0.4379,10690.0,31890.783
20,001259.SZ,20230322,29.32,29.8,29.2,29.69,29.42,0.27,0.9177,10198.0,30117.004
21,001259.SZ,20230321,28.61,29.43,28.6,29.42,28.61,0.81,2.8312,10665.0,31100.329
22,001259.SZ,20230320,29.3,29.3,28.56,28.61,29.32,-0.71,-2.4216,10017.68,28879.841
23,001259.SZ,20230317,29.48,29.53,29.13,29.32,29.45,-0.13,-0.4414,7253.68,21268.137
24,001259.SZ,20230316,28.68,30.08,28.58,29.45,29.05,0.4,1.3769,12747.0,37561.884
25,001259.SZ,20230315,29.0,29.28,28.99,29.05,28.87,0.18,0.6235,5472.0,15946.868
26,001259.SZ,20230314,29.45,29.45,28.66,28.87,29.47,-0.6,-2.036,9395.0,27196.472
27,001259.SZ,20230313,29.23,29.55,28.81,29.47,29.25,0.22,0.7521,7826.0,22914.923
28,001259.SZ,20230310,29.92,30.24,29.17,29.25,30.03,-0.78,-2.5974,11768.0,34833.348
29,001259.SZ,20230309,30.02,30.17,29.7,30.03,30.0,0.03,0.1,6860.0,20538.775
30,001259.SZ,20230308,29.6,30.07,29.6,30.0,29.82,0.18,0.6036,9562.36,28544.457
31,001259.SZ,20230307,30.91,30.91,29.79,29.82,31.01,-1.19,-3.8375,18617.11,56336.089
32,001259.SZ,20230306,30.68,31.01,30.1,31.01,30.54,0.47,1.539,19744.0,60565.803
33,001259.SZ,20230303,30.96,30.96,30.19,30.54,30.78,-0.24,-0.7797,17715.0,54070.969
