,symbol,spot_price,near_contract,near_contract_price,dominant_contract,dominant_contract_price,near_basis,dom_basis,near_basis_rate,dom_basis_rate,date
14,WH,2456.0,WH101,2601.0,WH101,2601.0,145.0,145.0,0.05903908794788282,0.05903908794788282,20210104
15,PM,2456.0,PM101,2663.0,PM105,2379.0,207.0,-77.0,0.08428338762214982,-0.031351791530944584,20210104
16,CF,15154.83,CF101,15190.0,CF105,15260.0,35.17000000000007,105.17000000000007,0.002320712274568537,0.006939701732055159,20210104
17,SR,5403.33,SR101,5195.0,SR105,5287.0,-208.32999999999993,-116.32999999999993,-0.03855585351995894,-0.021529316180947666,20210104
18,TA,3730.0,TA101,3758.0,TA105,3876.0,28.0,146.0,0.007506702412868549,0.039142091152815084,20210104
19,OI,10855.0,OI101,10151.0,OI105,9858.0,-704.0,-997.0,-0.0648549055734684,-0.09184707508060796,20210104
20,MA,2282.5,MA101,2410.0,MA105,2392.0,127.5,109.5,0.0558598028477546,0.047973713033953924,20210104
21,FG,2216.0,FG101,1980.0,FG105,1848.0,-236.0,-368.0,-0.10649819494584833,-0.1660649819494585,20210104
22,RS,6250.0,RS107,5176.0,RS107,5176.0,-1074.0,-1074.0,-0.17184,-0.17184,20210104
23,RM,2726.67,RM101,2779.0,RM105,2886.0,52.32999999999993,159.32999999999993,0.019191908078352027,0.05843391389497077,20210104
24,SF,6016.67,SF101,6642.0,SF105,6646.0,625.3299999999999,629.3299999999999,0.10393290640836206,0.10459772598463934,20210104
25,SM,6750.0,SM101,6752.0,SM105,6846.0,2.0,96.0,0.000296296296296239,0.014222222222222136,20210104
26,CY,23500.0,CY101,21170.0,CY105,22140.0,-2330.0,-1360.0,-0.09914893617021281,-0.05787234042553191,20210104
27,UR,1833.33,UR101,1750.0,UR105,1829.0,-83.32999999999993,-4.329999999999927,-0.045452809914199754,-0.0023618224760407758,20210104
28,SA,1583.33,SA101,1368.0,SA105,1606.0,-215.32999999999993,22.670000000000073,-0.13599818104880212,0.014317924879841959,20210104
29,CU,58160.0,cu2101,58010.0,cu2102,58050.0,-150.0,-110.0,-0.0025790921595598704,-0.0018913342503438235,20210104
30,AL,15590.0,al2101,15505.0,al2102,15300.0,-85.0,-290.0,-0.005452212957023694,-0.018601667735728022,20210104
31,ZN,21600.0,zn2101,20895.0,zn2102,20860.0,-705.0,-740.0,-0.032638888888888884,-0.03425925925925921,20210104
32,PB,14950.0,pb2101,14885.0,pb2102,14925.0,-65.0,-25.0,-0.004347826086956497,-0.0016722408026755842,20210104
33,NI,129750.0,ni2101,126300.0,ni2103,126820.0,-3450.0,-2930.0,-0.026589595375722586,-0.0225818882466281,20210104
34,SN,153500.0,sn2101,151880.0,sn2103,153540.0,-1620.0,40.0,-0.010553745928338798,0.0002605863192182145,20210104
35,AU,398.65,au2101,395.8,au2106,402.4,-2.849999999999966,3.75,-0.007149128308039598,0.00940674777373629,20210104
36,AG,5629.67,ag2101,5692.0,ag2106,5781.0,62.32999999999993,151.32999999999993,0.011071696920068153,0.026880794078516068,20210104
37,RB,4473.0,rb2101,4220.0,rb2105,4346.0,-253.0,-127.0,-0.056561591772859354,-0.02839257768835235,20210104
38,WR,4620.0,wr2101,4083.0,wr2105,4701.0,-537.0,81.0,-0.11623376623376624,0.01753246753246751,20210104
39,HC,4610.0,hc2101,4551.0,hc2105,4472.0,-59.0,-138.0,-0.012798264642082446,-0.029934924078091063,20210104
40,FU,4007.5,fu2102,1943.0,fu2105,2097.0,-2064.5,-1910.5,-0.5151590767311292,-0.47673112913287585,20210104
41,BU,2475.0,bu2101,2410.0,bu2106,2584.0,-65.0,109.0,-0.02626262626262621,0.0440404040404041,20210104
42,RU,13350.0,ru2101,13940.0,ru2105,14180.0,590.0,830.0,0.044194756554307046,0.062172284644194775,20210104
43,SP,5412.5,sp2101,5670.0,sp2103,5740.0,257.5,327.5,0.04757505773672066,0.06050808314087752,20210104
44,SS,14450.0,ss2101,13365.0,ss2103,13605.0,-1085.0,-845.0,-0.07508650519031146,-0.05847750865051904,20210104
45,C,2544.29,c2101,2706.0,c2105,2760.0,161.71000000000004,215.71000000000004,0.06355800635933795,0.08478200205165298,20210105
46,CS,3140.0,cs2101,2980.0,cs2105,3116.0,-160.0,-24.0,-0.05095541401273884,-0.007643312101910826,20210105
47,A,5200.0,a2101,5714.0,a2105,5730.0,514.0,530.0,0.0988461538461538,0.101923076923077,20210105
48,M,3545.0,m2101,3429.0,m2105,3468.0,-116.0,-77.0,-0.03272214386459804,-0.02172073342736247,20210105
49,Y,8716.67,y2101,8786.0,y2105,7962.0,69.32999999999993,-754.6700000000001,0.007953725447906068,-0.086577787159546,20210105
50,P,7408.0,p2101,7324.0,p2105,7018.0,-84.0,-390.0,-0.011339092872570178,-0.05264578833693301,20210105
51,JD,4325.0,jd2101,4300.0,jd2105,4131.0,-25.0,-194.0,-0.005780346820809301,-0.044855491329479746,20210105
52,L,7916.67,l2101,7810.0,l2105,7740.0,-106.67000000000007,-176.67000000000007,-0.013474099589852795,-0.02231620113002064,20210105
53,V,7137.5,v2101,7160.0,v2105,7225.0,22.5,87.5,0.0031523642732049773,0.012259194395796813,20210105
54,PP,8183.33,pp2101,8097.0,pp2105,8029.0,-86.32999999999993,-154.32999999999993,-0.010549495132177289,-0.018859070818358803,20210105
55,I,1122.56,i2101,1102.0,i2105,1030.5,-20.559999999999945,-92.05999999999995,-0.01831527936145949,-0.08200897947548458,20210105
56,EG,4216.67,eg2101,4436.0,eg2105,4464.0,219.32999999999993,247.32999999999993,0.052014978644285614,0.058655289600561655,20210105
57,EB,6283.33,eb2101,6388.0,eb2102,6429.0,104.67000000000007,145.67000000000007,0.01665836427499423,0.02318356667563215,20210105
58,PG,3833.33,pg2101,3885.0,pg2102,3927.0,51.67000000000007,93.67000000000007,0.013479142155775836,0.024435673422324777,20210105
59,WH,2462.0,WH101,2601.0,WH101,2601.0,139.0,139.0,0.05645816409423232,0.05645816409423232,20210105
60,PM,2462.0,PM101,2663.0,PM105,2379.0,201.0,-83.0,0.08164094232331442,-0.0337124289195776,20210105
61,CF,15216.5,CF101,15310.0,CF105,15370.0,93.5,153.5,0.0061446456149574225,0.010087733710117286,20210105
62,SR,5403.33,SR101,5246.0,SR105,5341.0,-157.32999999999993,-62.32999999999993,-0.029117229560289615,-0.011535479047180108,20210105
63,TA,3732.22,TA101,3772.0,TA105,3902.0,39.7800000000002,169.7800000000002,0.010658535670458935,0.04549035158699111,20210105
64,OI,10825.0,OI101,10221.0,OI105,9905.0,-604.0,-920.0,-0.05579676674364897,-0.08498845265588917,20210105
65,MA,2280.0,MA101,2452.0,MA105,2409.0,172.0,129.0,0.07543859649122808,0.05657894736842106,20210105
66,FG,2205.6,FG101,1972.0,FG105,1854.0,-233.5999999999999,-351.5999999999999,-0.10591222343126583,-0.15941240478781282,20210105
67,RS,6300.0,RS107,5256.0,RS107,5256.0,-1044.0,-1044.0,-0.1657142857142857,-0.1657142857142857,20210105
68,RM,2706.67,RM101,2756.0,RM105,2861.0,49.32999999999993,154.32999999999993,0.01822534701311951,0.05701840268669622,20210105
69,SF,6016.67,SF101,6802.0,SF105,6754.0,785.3299999999999,737.3299999999999,0.13052568945945175,0.12254785454412498,20210105
70,SM,6750.0,SM101,6884.0,SM105,6938.0,134.0,188.0,0.019851851851851787,0.027851851851851794,20210105
71,CY,23500.0,CY101,21400.0,CY105,22300.0,-2100.0,-1200.0,-0.08936170212765959,-0.051063829787234005,20210105
72,UR,1833.33,UR101,1754.0,UR105,1846.0,-79.32999999999993,12.670000000000073,-0.043270987765432256,0.006910921656221314,20210105
73,SA,1583.33,SA101,1372.0,SA105,1609.0,-211.32999999999993,25.670000000000073,-0.13347185994075772,0.016212665710875207,20210105
74,CU,58270.0,cu2101,58010.0,cu2102,58090.0,-260.0,-180.0,-0.004461987300497738,-0.003089068131113759,20210105
75,AL,15690.0,al2101,15595.0,al2102,15455.0,-95.0,-235.0,-0.006054811982154185,-0.014977692797960462,20210105
76,ZN,21900.0,zn2101,21105.0,zn2102,21030.0,-795.0,-870.0,-0.03630136986301369,-0.03972602739726028,20210105
77,PB,15150.0,pb2101,14970.0,pb2102,15030.0,-180.0,-120.0,-0.011881188118811892,-0.007920792079207928,20210105
78,NI,132550.0,ni2101,128550.0,ni2103,128970.0,-4000.0,-3580.0,-0.030177291588080024,-0.027008675971331608,20210105
79,SN,157500.0,sn2101,156630.0,sn2103,157530.0,-870.0,30.0,-0.005523809523809486,0.00019047619047629638,20210105
80,AU,399.7,au2101,398.02,au2106,405.02,-1.6800000000000068,5.319999999999993,-0.004203152364273266,0.013309982486865213,20210105
81,AG,5644.67,ag2101,5697.0,ag2106,5795.0,52.32999999999993,150.32999999999993,0.009270692529412594,0.0266322034769082,20210105
82,RB,4473.0,rb2101,4234.0,rb2105,4391.0,-239.0,-82.0,-0.053431701319025304,-0.018332215515314054,20210105
83,WR,4620.0,wr2101,4083.0,wr2105,4725.0,-537.0,105.0,-0.11623376623376624,0.022727272727272707,20210105
84,HC,4635.0,hc2101,4570.0,hc2105,4500.0,-65.0,-135.0,-0.014023732470334394,-0.029126213592232997,20210105
85,FU,4007.5,fu2102,1946.0,fu2105,2088.0,-2061.5,-1919.5,-0.514410480349345,-0.4789769182782283,20210105
86,BU,2442.5,bu2101,2412.0,bu2106,2580.0,-30.5,137.5,-0.012487205731832152,0.05629477993858756,20210105
87,RU,13525.0,ru2101,14070.0,ru2105,14265.0,545.0,740.0,0.04029574861367835,0.05471349353049915,20210105
88,SP,5412.5,sp2101,5834.0,sp2103,5856.0,421.5,443.5,0.07787528868360272,0.08193995381062358,20210105
89,SS,14450.0,ss2101,13635.0,ss2103,13810.0,-815.0,-640.0,-0.05640138408304496,-0.04429065743944638,20210105
90,C,2564.29,c2101,2725.0,c2105,2781.0,160.71000000000004,216.71000000000004,0.06267231865350653,0.08451072226620227,20210106
91,CS,3250.0,cs2101,3023.0,cs2105,3148.0,-227.0,-102.0,-0.06984615384615389,-0.031384615384615344,20210106
92,A,5200.0,a2101,5737.0,a2105,5805.0,537.0,605.0,0.10326923076923067,0.11634615384615388,20210106
93,M,3645.0,m2101,3470.0,m2105,3514.0,-175.0,-131.0,-0.0480109739368999,-0.0359396433470508,20210106
94,Y,8796.67,y2101,8818.0,y2105,8058.0,21.329999999999927,-738.6700000000001,0.002424781195611514,-0.08397154832453646,20210106
95,P,7560.0,p2101,7350.0,p2105,7142.0,-210.0,-418.0,-0.02777777777777779,-0.05529100529100528,20210106
96,JD,4325.0,jd2101,4327.0,jd2105,4197.0,2.0,-128.0,0.0004624277456648507,-0.029595375722543338,20210106
97,L,7883.33,l2101,7860.0,l2105,7700.0,-23.329999999999927,-183.32999999999993,-0.002959409285162473,-0.023255400953657857,20210106
98,V,7112.5,v2101,7130.0,v2105,7200.0,17.5,87.5,0.002460456942003475,0.012302284710017597,20210106
99,PP,8183.33,pp2101,8132.0,pp2105,8003.0,-51.32999999999993,-180.32999999999993,-0.006272507646642667,-0.022036261521898748,20210106
100,I,1134.33,i2101,1109.5,i2105,1031.0,-24.829999999999927,-103.32999999999993,-0.021889573580880284,-0.09109342078583826,20210106
101,EG,4316.67,eg2101,4388.0,eg2105,4450.0,71.32999999999993,133.32999999999993,0.01652431156423817,0.030887234836112,20210106
102,EB,6350.0,eb2101,6404.0,eb2102,6578.0,54.0,228.0,0.008503937007874107,0.03590551181102364,20210106
103,PG,3966.67,pg2101,3893.0,pg2102,3957.0,-73.67000000000007,-9.670000000000073,-0.018572253300627506,-0.002437813077468043,20210106
104,WH,2462.0,WH101,2601.0,WH101,2601.0,139.0,139.0,0.05645816409423232,0.05645816409423232,20210106
105,PM,2462.0,PM101,2795.0,PM105,2497.0,333.0,35.0,0.13525588952071477,0.01421608448415923,20210106
106,CF,15314.67,CF101,15350.0,CF105,15360.0,35.32999999999993,45.32999999999993,0.002306938379997625,0.002959907069496115,20210106
107,SR,5386.67,SR101,5242.0,SR105,5341.0,-144.67000000000007,-45.67000000000007,-0.02685703783599147,-0.00847833633766315,20210106
108,TA,3775.56,TA101,3828.0,TA105,3944.0,52.440000000000055,168.44000000000005,0.013889330324508231,0.04461324942525091,20210106
109,OI,10825.0,OI101,10292.0,OI105,9958.0,-533.0,-867.0,-0.04923787528868362,-0.08009237875288688,20210106
110,MA,2280.0,MA101,2448.0,MA105,2409.0,168.0,129.0,0.0736842105263158,0.05657894736842106,20210106
111,FG,2194.4,FG101,1902.0,FG105,1813.0,-292.4000000000001,-381.4000000000001,-0.13324826831935843,-0.17380605176813713,20210106
112,RS,6300.0,RS107,5412.0,RS107,5412.0,-888.0,-888.0,-0.14095238095238094,-0.14095238095238094,20210106
113,RM,2740.0,RM101,2762.0,RM105,2893.0,22.0,153.0,0.008029197080291928,0.05583941605839415,20210106
114,SF,6033.33,SF101,6992.0,SF105,7018.0,958.6700000000001,984.6700000000001,0.158895667898159,0.1632050625442334,20210106
115,SM,6766.67,SM101,7054.0,SM105,7126.0,287.3299999999999,359.3299999999999,0.042462540658847026,0.05310292950594597,20210106
116,CY,23500.0,CY101,21470.0,CY105,22320.0,-2030.0,-1180.0,-0.08638297872340428,-0.05021276595744684,20210106
117,UR,1833.33,UR101,1760.0,UR105,1853.0,-73.32999999999993,19.670000000000073,-0.0399982545422809,0.010729110416564325,20210106
118,SA,1583.33,SA101,1375.0,SA105,1619.0,-208.32999999999993,35.67000000000007,-0.13157711910972436,0.02252846848098633,20210106
119,CU,59260.0,cu2101,58880.0,cu2102,58770.0,-380.0,-490.0,-0.006412419844751938,-0.008268646641916955,20210106
120,AL,15680.0,al2101,15595.0,al2102,15395.0,-85.0,-285.0,-0.0054209183673469274,-0.01817602040816324,20210106
121,ZN,22200.0,zn2101,21345.0,zn2102,21245.0,-855.0,-955.0,-0.03851351351351351,-0.04301801801801797,20210106
122,PB,15150.0,pb2101,15000.0,pb2102,15030.0,-150.0,-120.0,-0.00990099009900991,-0.007920792079207928,20210106
123,NI,132450.0,ni2101,129050.0,ni2103,129520.0,-3400.0,-2930.0,-0.02567006417516049,-0.022121555303888263,20210106
124,SN,157500.0,sn2101,157360.0,sn2103,158250.0,-140.0,750.0,-0.000888888888888939,0.004761904761904745,20210106
125,AU,400.8,au2101,398.02,au2106,405.44,-2.7800000000000296,4.639999999999986,-0.0069361277445110225,0.011576846307385091,20210106
126,AG,5671.67,ag2101,5697.0,ag2106,5799.0,25.329999999999927,127.32999999999993,0.0044660567346126445,0.022450177813589267,20210106
127,RB,4473.0,rb2101,4231.0,rb2105,4381.0,-242.0,-92.0,-0.05410239213056112,-0.020567851553767058,20210106
128,WR,4620.0,wr2101,4083.0,wr2105,4627.0,-537.0,7.0,-0.11623376623376624,0.0015151515151514694,20210106
129,HC,4635.0,hc2101,4566.0,hc2105,4524.0,-69.0,-111.0,-0.014886731391585806,-0.023948220064724968,20210106
130,FU,4007.5,fu2102,1943.0,fu2105,2108.0,-2064.5,-1899.5,-0.5151590767311292,-0.4739862757330007,20210106
131,BU,2462.5,bu2101,2452.0,bu2106,2608.0,-10.5,145.5,-0.0042639593908629925,0.05908629441624358,20210106
132,RU,13587.5,ru2101,14180.0,ru2105,14370.0,592.5,782.5,0.04360625574977006,0.05758969641214362,20210106
133,SP,5625.0,sp2101,5854.0,sp2103,5926.0,229.0,301.0,0.04071111111111114,0.053511111111111065,20210106
134,SS,14500.0,ss2101,13835.0,ss2103,14025.0,-665.0,-475.0,-0.045862068965517255,-0.03275862068965518,20210106
135,C,2587.14,c2101,2742.0,c2105,2800.0,154.86000000000013,212.86000000000013,0.05985760337670176,0.08227618142041027,20210107
136,CS,3250.0,cs2101,3039.0,cs2105,3168.0,-211.0,-82.0,-0.06492307692307697,-0.02523076923076928,20210107
137,A,5200.0,a2101,5749.0,a2105,5835.0,549.0,635.0,0.10557692307692301,0.12211538461538463,20210107
138,M,3662.5,m2101,3508.0,m2105,3522.0,-154.5,-140.5,-0.04218430034129694,-0.038361774744027355,20210107
139,Y,8846.67,y2101,8830.0,y2105,8150.0,-16.670000000000073,-696.6700000000001,-0.0018843248363508147,-0.07874940514340423,20210107
140,P,7656.0,p2101,7454.0,p2105,7282.0,-202.0,-374.0,-0.02638453500522464,-0.048850574712643646,20210107
141,JD,4355.0,jd2101,4414.0,jd2105,4330.0,59.0,-25.0,0.013547646383467171,-0.00574052812858783,20210107
142,L,7883.33,l2101,7825.0,l2105,7660.0,-58.32999999999993,-223.32999999999993,-0.007399157462645856,-0.028329398870781786,20210107
143,V,7112.5,v2101,7165.0,v2105,7235.0,52.5,122.5,0.007381370826010647,0.017223198594024547,20210107
144,PP,8150.0,pp2101,8166.0,pp2105,7950.0,16.0,-200.0,0.001963190184049113,-0.024539877300613466,20210107
145,I,1134.33,i2101,1104.0,i2105,1043.0,-30.329999999999927,-91.32999999999993,-0.026738250773584382,-0.08051448872902944,20210107
146,EG,4383.33,eg2101,4379.0,eg2105,4453.0,-4.329999999999927,69.67000000000007,-0.0009878334508238718,0.015894308664873513,20210107
147,EB,6433.33,eb2101,6670.0,eb2102,6610.0,236.67000000000007,176.67000000000007,0.03678810196274718,0.0274616722599339,20210107
148,PG,4083.33,pg2101,3953.0,pg2102,3973.0,-130.32999999999993,-110.32999999999993,-0.03191757707557308,-0.027019613893562333,20210107
149,WH,2474.0,WH101,2610.0,WH109,2694.0,136.0,220.0,0.05497170573969279,0.08892481810832664,20210107
150,PM,2474.0,PM101,2892.0,PM105,2584.0,418.0,110.0,0.1689571544058206,0.04446240905416321,20210107
151,CF,15319.67,CF101,15455.0,CF105,15485.0,135.32999999999993,165.32999999999993,0.008833741196775158,0.010792007921841762,20210107
152,SR,5400.0,SR101,5252.0,SR105,5331.0,-148.0,-69.0,-0.027407407407407436,-0.012777777777777777,20210107
153,TA,3885.56,TA101,3898.0,TA105,4014.0,12.440000000000055,128.44000000000005,0.003201597710497328,0.03305572427140491,20210107
154,OI,10917.5,OI101,10368.0,OI105,10057.0,-549.5,-860.5,-0.05033203572246392,-0.07881841080833529,20210107
155,MA,2270.0,MA101,2376.0,MA105,2371.0,106.0,101.0,0.04669603524229071,0.04449339207048464,20210107
156,FG,2188.0,FG101,1781.0,FG105,1791.0,-407.0,-397.0,-0.1860146252285192,-0.18144424131627057,20210107
157,RS,6300.0,RS107,5807.0,RS107,5807.0,-493.0,-493.0,-0.07825396825396824,-0.07825396825396824,20210107
158,RM,2746.67,RM101,2769.0,RM105,2900.0,22.329999999999927,153.32999999999993,0.00812984450261589,0.055823961378687725,20210107
159,SF,6033.33,SF101,7258.0,SF105,7230.0,1224.67,1196.67,0.20298409004645857,0.19834320350453227,20210107
160,SM,6766.67,SM101,7320.0,SM105,7390.0,553.3299999999999,623.3299999999999,0.08177286612174073,0.09211768861197611,20210107
161,CY,23500.0,CY101,21600.0,CY105,22480.0,-1900.0,-1020.0,-0.08085106382978724,-0.04340425531914893,20210107
162,UR,1833.33,UR101,1787.0,UR105,1885.0,-46.32999999999993,51.67000000000007,-0.025270955038100062,0.028183687606704755,20210107
163,SA,1583.33,SA101,1399.0,SA105,1654.0,-184.32999999999993,70.67000000000007,-0.11641919246145782,0.04463377817637526,20210107
164,CU,59430.0,cu2101,59170.0,cu2103,59290.0,-260.0,-140.0,-0.004374894834258791,-0.002355712603062443,20210107
165,AL,15560.0,al2101,15485.0,al2102,15305.0,-75.0,-255.0,-0.004820051413881754,-0.016388174807197897,20210107
166,ZN,22520.0,zn2101,21595.0,zn2102,21485.0,-925.0,-1035.0,-0.0410746003552398,-0.04595914742451157,20210107
167,PB,15200.0,pb2101,15000.0,pb2102,15020.0,-200.0,-180.0,-0.013157894736842146,-0.011842105263157876,20210107
168,NI,135200.0,ni2101,131830.0,ni2103,131400.0,-3370.0,-3800.0,-0.024926035502958577,-0.028106508875739622,20210107
169,SN,157750.0,sn2101,157430.0,sn2103,158300.0,-320.0,550.0,-0.002028526148969867,0.0034865293185419866,20210107
170,AU,396.15,au2101,398.02,au2106,400.8,1.8700000000000045,4.650000000000034,0.00472043417897261,0.011737978038621755,20210107
171,AG,5584.33,ag2101,5637.0,ag2106,5712.0,52.67000000000007,127.67000000000007,0.009431749198202777,0.022862187585618976,20210107
172,RB,4474.0,rb2101,4244.0,rb2105,4411.0,-230.0,-63.0,-0.051408135896289675,-0.01408135896289675,20210107
173,WR,4620.0,wr2101,4083.0,wr2105,4656.0,-537.0,36.0,-0.11623376623376624,0.007792207792207684,20210107
174,HC,4702.5,hc2101,4649.0,hc2105,4596.0,-53.5,-106.5,-0.011376927166400819,-0.022647527910685805,20210107
175,FU,4007.5,fu2102,2005.0,fu2105,2160.0,-2002.5,-1847.5,-0.4996880848409233,-0.4610106051154086,20210107
176,BU,2462.5,bu2101,2500.0,bu2106,2658.0,37.5,195.5,0.015228426395939021,0.07939086294416242,20210107
177,RU,13975.0,ru2101,14340.0,ru2105,14535.0,365.0,560.0,0.02611806797853311,0.0400715563506262,20210107
178,SP,5725.0,sp2101,5924.0,sp2103,6054.0,199.0,329.0,0.034759825327510985,0.05746724890829702,20210107
179,SS,14600.0,ss2101,14370.0,ss2103,14425.0,-230.0,-175.0,-0.015753424657534265,-0.011986301369863006,20210107
180,C,2611.43,c2101,2756.0,c2105,2821.0,144.57000000000016,209.57000000000016,0.0553604729975532,0.08025105019089174,20210108
181,CS,3270.0,cs2101,3079.0,cs2105,3192.0,-191.0,-78.0,-0.058409785932721725,-0.023853211009174258,20210108
182,A,5200.0,a2101,5760.0,a2105,5847.0,560.0,647.0,0.10769230769230775,0.12442307692307697,20210108
183,M,3662.5,m2101,3540.0,m2105,3509.0,-122.5,-153.5,-0.0334470989761092,-0.041911262798634774,20210108
184,Y,8866.67,y2101,8830.0,y2105,8128.0,-36.67000000000007,-738.6700000000001,-0.004135712730935048,-0.0833086152975131,20210108
185,P,7676.0,p2101,7450.0,p2105,7238.0,-226.0,-438.0,-0.029442417926003106,-0.05706096925482018,20210108
186,JD,4400.0,jd2101,4500.0,jd2105,4343.0,100.0,-57.0,0.022727272727272707,-0.01295454545454544,20210108
187,L,7850.0,l2101,7775.0,l2105,7545.0,-75.0,-305.0,-0.009554140127388533,-0.03885350318471337,20210108
188,V,7100.0,v2101,7085.0,v2105,7095.0,-15.0,-5.0,-0.0021126760563380254,-0.0007042253521126751,20210108
189,PP,8150.0,pp2101,8194.0,pp2105,7853.0,44.0,-297.0,0.005398773006134894,-0.03644171779141103,20210108
190,I,1147.33,i2101,1134.0,i2105,1064.0,-13.329999999999927,-83.32999999999993,-0.011618278960717432,-0.07262949630882132,20210108
191,EG,4383.33,eg2101,4363.0,eg2105,4429.0,-20.329999999999927,45.67000000000007,-0.004638026340704426,0.010419019330052848,20210108
192,EB,6550.0,eb2101,6670.0,eb2102,6658.0,120.0,108.0,0.018320610687022842,0.01648854961832069,20210108
193,PG,4083.33,pg2101,3888.0,pg2102,3915.0,-195.32999999999993,-168.32999999999993,-0.04783595741710811,-0.04122370712139356,20210108
194,LH,36.3,lh2109,28290.0,lh2109,28290.0,28253.7,28253.7,778.3388429752067,778.3388429752067,20210108
195,WH,2474.0,WH101,2610.0,WH109,2686.0,136.0,212.0,0.05497170573969279,0.08569118835893286,20210108
196,PM,2474.0,PM101,2874.0,PM105,2568.0,400.0,94.0,0.1616814874696848,0.03799514955537586,20210108
197,CF,15323.0,CF101,15400.0,CF105,15480.0,77.0,157.0,0.005025125628140614,0.010246035371663575,20210108
198,SR,5400.0,SR101,5192.0,SR105,5276.0,-208.0,-124.0,-0.03851851851851851,-0.022962962962962963,20210108
199,TA,3907.78,TA101,3942.0,TA105,4052.0,34.2199999999998,144.2199999999998,0.008756890101285109,0.03690586471090995,20210108
200,OI,10927.5,OI101,10270.0,OI105,10062.0,-657.5,-865.5,-0.06016929764355983,-0.07920384351407006,20210108
201,MA,2270.0,MA101,2369.0,MA105,2343.0,99.0,73.0,0.043612334801762076,0.032158590308370094,20210108
202,FG,2188.0,FG101,1763.0,FG105,1792.0,-425.0,-396.0,-0.19424131627056673,-0.18098720292504566,20210108
203,RS,6300.0,RS107,6099.0,RS107,6099.0,-201.0,-201.0,-0.03190476190476188,-0.03190476190476188,20210108
204,RM,2753.33,RM101,2794.0,RM105,2894.0,40.67000000000007,140.67000000000007,0.014771204323491993,0.05109086088481951,20210108
205,SF,6033.33,SF101,7000.0,SF105,7576.0,966.6700000000001,1542.67,0.16022163548156665,0.2556913014869069,20210108
206,SM,6816.67,SM101,7428.0,SM105,7546.0,611.3299999999999,729.3299999999999,0.08968161873759484,0.10699212372023292,20210108
207,CY,23500.0,CY101,21660.0,CY105,22510.0,-1840.0,-990.0,-0.07829787234042551,-0.04212765957446807,20210108
208,UR,1836.67,UR101,1728.0,UR105,1889.0,-108.67000000000007,52.32999999999993,-0.059166861766131174,0.028491781321630993,20210108
209,SA,1583.33,SA101,1366.0,SA105,1630.0,-217.32999999999993,46.67000000000007,-0.13726134160282444,0.02947585152810861,20210108
210,CU,60420.0,cu2101,60150.0,cu2103,60150.0,-270.0,-270.0,-0.004468718967229446,-0.004468718967229446,20210108
211,AL,15700.0,al2101,15640.0,al2103,15385.0,-60.0,-315.0,-0.003821656050955413,-0.020063694267515975,20210108
212,ZN,22240.0,zn2101,21640.0,zn2102,21630.0,-600.0,-610.0,-0.026978417266187105,-0.02742805755395683,20210108
213,PB,15100.0,pb2101,14885.0,pb2102,15040.0,-215.0,-60.0,-0.014238410596026485,-0.003973509933774877,20210108
214,NI,135650.0,ni2101,132350.0,ni2103,132810.0,-3300.0,-2840.0,-0.02432731293770729,-0.020936232952451173,20210108
215,SN,157000.0,sn2101,156910.0,sn2103,157540.0,-90.0,540.0,-0.0005732484076432787,0.003439490445859894,20210108
216,AU,396.0,au2101,396.6,au2106,399.4,0.6000000000000227,3.3999999999999773,0.0015151515151514694,0.008585858585858475,20210108
