,symbol,spot_price,near_contract,near_contract_price,dominant_contract,dominant_contract_price,near_basis,dom_basis,near_basis_rate,dom_basis_rate,date
58,TA,4940.0,TA001,4912.0,TA005,4994.0,-28.0,54.0,-0.005668016194331993,0.01093117408906874,20200103
59,OI,8127.5,OI001,7735.0,OI005,7758.0,-392.5,-369.5,-0.0482928329744694,-0.045462934481697914,20200103
60,MA,2077.5,MA001,2126.0,MA005,2219.0,48.5,141.5,0.023345367027677533,0.06811070998796631,20200103
61,FG,1650.3999999999999,FG001,1511.0,FG005,1500.0,-139.39999999999986,-150.39999999999986,-0.08446437227338821,-0.0911294231701405,20200103
62,RS,5135.0,RS007,4467.0,RS007,4467.0,-668.0,-668.0,-0.13008763388510225,-0.13008763388510225,20200103
63,RM,2276.67,RM001,2182.0,RM005,2335.0,-94.67000000000007,58.32999999999993,-0.04158266239727326,0.02562075311749168,20200103
64,SF,6009.67,SF001,5880.0,SF005,5850.0,-129.67000000000007,-159.67000000000007,-0.02157689190920631,-0.02656884654232261,20200103
65,SM,6183.33,SM001,6420.0,SM005,6412.0,236.67000000000007,228.67000000000007,0.03827549233180183,0.03698169109525118,20200103
66,CY,21920.0,CY001,19840.0,CY005,22040.0,-2080.0,120.0,-0.0948905109489051,0.005474452554744547,20200103
67,UR,1686.67,UR001,1622.0,UR005,1712.0,-64.67000000000007,25.329999999999927,-0.0383418214588509,0.015017756881903432,20200103
68,CU,49010.0,cu2001,48850.0,cu2003,49070.0,-160.0,60.0,-0.0032646398694143874,0.0012242399510304924,20200103
69,AL,14550.0,al2001,14395.0,al2002,14015.0,-155.0,-535.0,-0.010652920962199275,-0.0367697594501718,20200103
70,ZN,18620.0,zn2001,17955.0,zn2003,17850.0,-665.0,-770.0,-0.0357142857142857,-0.041353383458646586,20200103
71,PB,15050.0,pb2001,14725.0,pb2002,14775.0,-325.0,-275.0,-0.021594684385382035,-0.01827242524916939,20200103
72,NI,113350.0,ni2001,109250.0,ni2003,110170.0,-4100.0,-3180.0,-0.036171151301279236,-0.02805469783855319,20200103
73,SN,141000.0,sn2001,140410.0,sn2006,135730.0,-590.0,-5270.0,-0.004184397163120579,-0.03737588652482271,20200103
74,AU,346.5,au2001,346.22,au2006,349.02,-0.2799999999999727,2.519999999999982,-0.0008080808080807023,0.0072727272727273196,20200103
75,AG,4335.67,ag2001,4348.0,ag2006,4434.0,12.329999999999927,98.32999999999993,0.002843851123355723,0.022679309080257504,20200103
76,RB,3705.0,rb2001,3747.0,rb2005,3552.0,42.0,-153.0,0.011336032388663986,-0.04129554655870449,20200103
77,WR,3766.67,wr2001,4381.0,wr2010,3882.0,614.3299999999999,115.32999999999993,0.16309631584396822,0.030618556974728373,20200103
78,HC,3920.0,hc2001,3757.0,hc2005,3573.0,-163.0,-347.0,-0.04158163265306125,-0.08852040816326534,20200103
79,FU,4598.0,fu2002,2186.0,fu2005,2233.0,-2412.0,-2365.0,-0.5245759025663332,-0.5143540669856459,20200103
80,BU,3384.0,bu2001,3070.0,bu2006,3228.0,-314.0,-156.0,-0.0927895981087471,-0.046099290780141855,20200103
81,RU,12180.0,ru2001,12510.0,ru2005,12850.0,330.0,670.0,0.027093596059113212,0.05500821018062396,20200103
82,SP,4450.0,sp2001,4464.0,sp2005,4612.0,14.0,162.0,0.0031460674157304247,0.036404494382022534,20200103
83,SS,14512.5,ss2002,14070.0,ss2006,13850.0,-442.5,-662.5,-0.030490956072351416,-0.04565030146425497,20200103
84,C,1832.86,c2001,1811.0,c2005,1913.0,-21.8599999999999,80.1400000000001,-0.01192671562476122,0.043724016018681144,20200106
85,CS,2433.33,cs2001,2140.0,cs2005,2279.0,-293.3299999999999,-154.32999999999993,-0.12054674047498692,-0.06342337455256786,20200106
86,A,3576.67,a2001,3379.0,a2005,3887.0,-197.67000000000007,310.3299999999999,-0.05526649089795821,0.08676506359267133,20200106
87,M,2890.0,m2001,2609.0,m2005,2744.0,-281.0,-146.0,-0.09723183391003465,-0.05051903114186851,20200106
88,Y,7110.0,y2001,6800.0,y2005,6848.0,-310.0,-262.0,-0.043600562587904346,-0.03684950773558371,20200106
89,P,6664.0,p2001,6418.0,p2005,6356.0,-246.0,-308.0,-0.03691476590636256,-0.04621848739495793,20200106
90,JD,3970.0,jd2001,3067.0,jd2005,3489.0,-903.0,-481.0,-0.22745591939546594,-0.12115869017632241,20200106
91,L,7350.0,l2001,7220.0,l2005,7405.0,-130.0,55.0,-0.017687074829931926,0.007482993197278853,20200106
92,V,6850.0,v2001,6655.0,v2005,6535.0,-195.0,-315.0,-0.02846715328467153,-0.04598540145985397,20200106
93,PP,7766.67,pp2001,7441.0,pp2005,7573.0,-325.6700000000001,-193.67000000000007,-0.04193174166019675,-0.024936040799982462,20200106
94,I,693.11,i2001,709.5,i2005,664.5,16.389999999999986,-28.610000000000014,0.023647040152356746,-0.041277719265340296,20200106
95,EG,5050.0,eg2001,5066.0,eg2005,4711.0,16.0,-339.0,0.003168316831683171,-0.06712871287128708,20200106
96,EB,7216.67,eb2004,7365.0,eb2005,7367.0,148.32999999999993,150.32999999999993,0.02055380112988403,0.020830937260537086,20200106
97,PM,2388.0,PM001,2320.0,PM007,2230.0,-68.0,-158.0,-0.028475711892797295,-0.06616415410385257,20200106
98,CF,13708.67,CF001,13585.0,CF005,13995.0,-123.67000000000007,286.3299999999999,-0.009021298200336036,0.020886781868700632,20200106
99,SR,5830.0,SR001,5580.0,SR005,5583.0,-250.0,-247.0,-0.04288164665523153,-0.04236706689536873,20200106
100,TA,5022.22,TA001,5012.0,TA005,5078.0,-10.220000000000255,55.779999999999745,-0.0020349566526357554,0.011106642082584939,20200106
101,OI,8127.5,OI001,7756.0,OI005,7756.0,-371.5,-371.5,-0.045709012611504174,-0.045709012611504174,20200106
102,MA,2097.5,MA001,2188.0,MA005,2265.0,90.5,167.5,0.04314660309892737,0.07985697258641244,20200106
103,FG,1650.3999999999999,FG001,1527.0,FG005,1508.0,-123.39999999999986,-142.39999999999986,-0.07476975278720299,-0.08628211342704795,20200106
104,RS,5135.0,RS007,4467.0,RS007,4467.0,-668.0,-668.0,-0.13008763388510225,-0.13008763388510225,20200106
105,RM,2260.0,RM001,2175.0,RM005,2313.0,-85.0,53.0,-0.03761061946902655,0.02345132743362832,20200106
106,SF,6010.0,SF001,5846.0,SF005,5826.0,-164.0,-184.0,-0.02728785357737107,-0.03061564059900168,20200106
107,SM,6200.0,SM001,6390.0,SM005,6306.0,190.0,106.0,0.030645161290322687,0.01709677419354838,20200106
108,CY,21920.0,CY001,19530.0,CY005,21960.0,-2390.0,40.0,-0.10903284671532842,0.0018248175182482562,20200106
109,UR,1670.0,UR001,1682.0,UR005,1726.0,12.0,56.0,0.007185628742514938,0.033532934131736525,20200106
110,CU,48800.0,cu2001,48610.0,cu2003,48810.0,-190.0,10.0,-0.0038934426229507713,0.00020491803278699372,20200106
111,AL,14530.0,al2001,14405.0,al2002,14100.0,-125.0,-430.0,-0.00860289057123198,-0.02959394356503786,20200106
112,ZN,18700.0,zn2001,18070.0,zn2003,17915.0,-630.0,-785.0,-0.033689839572192515,-0.04197860962566846,20200106
113,PB,15050.0,pb2001,14615.0,pb2002,14695.0,-435.0,-355.0,-0.028903654485049834,-0.023588039867109667,20200106
114,NI,110750.0,ni2001,107470.0,ni2003,108080.0,-3280.0,-2670.0,-0.029616252821670463,-0.02410835214446949,20200106
115,SN,141000.0,sn2001,139750.0,sn2006,134540.0,-1250.0,-6460.0,-0.00886524822695034,-0.045815602836879465,20200106
116,AU,355.23,au2001,346.22,au2006,354.96,-9.009999999999991,-0.27000000000003865,-0.025363848774033748,-0.0007600709399544492,20200106
117,AG,4435.67,ag2001,4404.0,ag2006,4484.0,-31.670000000000073,48.32999999999993,-0.007139845840650971,0.01089576095606759,20200106
118,RB,3691.0,rb2001,3755.0,rb2005,3549.0,64.0,-142.0,0.01733947439718242,-0.03847195881874832,20200106
119,WR,3778.33,wr2001,4381.0,wr2005,3946.0,602.6700000000001,167.67000000000007,0.159506977950576,0.04437674845765205,20200106
120,HC,3920.0,hc2001,3764.0,hc2005,3570.0,-156.0,-350.0,-0.03979591836734697,-0.0892857142857143,20200106
121,FU,4704.0,fu2002,2309.0,fu2005,2352.0,-2395.0,-2352.0,-0.509141156462585,-0.5,20200106
122,BU,3404.0,bu2001,3214.0,bu2006,3340.0,-190.0,-64.0,-0.05581668625146885,-0.018801410105757976,20200106
123,RU,12289.0,ru2001,12675.0,ru2005,12985.0,386.0,696.0,0.031410204247701135,0.05663601594922296,20200106
124,SP,4450.0,sp2001,4432.0,sp2005,4580.0,-18.0,130.0,-0.004044943820224689,0.02921348314606731,20200106
125,SS,14500.0,ss2002,14015.0,ss2006,13835.0,-485.0,-665.0,-0.033448275862069,-0.045862068965517255,20200106
126,C,1832.86,c2001,1811.0,c2005,1922.0,-21.8599999999999,89.1400000000001,-0.01192671562476122,0.04863437469310261,20200107
127,CS,2433.33,cs2001,2149.0,cs2005,2283.0,-284.3299999999999,-150.32999999999993,-0.11684810527137701,-0.06177953668429681,20200107
128,A,3576.67,a2001,3398.0,a2005,3923.0,-178.67000000000007,346.3299999999999,-0.04995428708826932,0.09683029186366077,20200107
129,M,2890.0,m2001,2622.0,m2005,2743.0,-268.0,-147.0,-0.09273356401384081,-0.05086505190311419,20200107
130,Y,7080.0,y2001,6766.0,y2005,6816.0,-314.0,-264.0,-0.04435028248587569,-0.037288135593220306,20200107
131,P,6642.0,p2001,6344.0,p2005,6302.0,-298.0,-340.0,-0.04486600421559772,-0.05118940078289669,20200107
132,JD,3990.0,jd2001,3090.0,jd2005,3502.0,-900.0,-488.0,-0.22556390977443608,-0.12230576441102758,20200107
133,L,7350.0,l2001,7225.0,l2005,7405.0,-125.0,55.0,-0.017006802721088454,0.007482993197278853,20200107
134,V,6850.0,v2001,6635.0,v2005,6515.0,-215.0,-335.0,-0.031386861313868586,-0.048905109489051135,20200107
135,PP,7766.67,pp2001,7452.0,pp2005,7562.0,-314.6700000000001,-204.67000000000007,-0.04051543325517892,-0.026352349205000403,20200107
136,I,693.33,i2001,717.5,i2005,665.5,24.16999999999996,-27.83000000000004,0.03486074452281018,-0.04013961605584648,20200107
137,EG,5050.0,eg2001,5094.0,eg2005,4705.0,44.0,-345.0,0.00871287128712872,-0.06831683168316827,20200107
138,EB,7183.33,eb2004,7308.0,eb2005,7329.0,124.67000000000007,145.67000000000007,0.017355460489772767,0.020278895721065338,20200107
139,PM,2380.0,PM001,2320.0,PM007,2230.0,-60.0,-150.0,-0.025210084033613467,-0.06302521008403361,20200107
140,CF,13754.17,CF001,13740.0,CF005,14175.0,-14.170000000000073,420.8299999999999,-0.0010302330129698944,0.03059653908596438,20200107
141,SR,5860.0,SR001,5649.0,SR005,5664.0,-211.0,-196.0,-0.03600682593856652,-0.0334470989761092,20200107
142,TA,4984.44,TA001,4952.0,TA005,5024.0,-32.4399999999996,39.5600000000004,-0.006508253685469145,0.007936699007310866,20200107
143,OI,8122.5,OI001,7722.0,OI005,7722.0,-400.5,-400.5,-0.04930747922437673,-0.04930747922437673,20200107
144,MA,2137.5,MA001,2263.0,MA005,2279.0,125.5,141.5,0.058713450292397606,0.06619883040935681,20200107
145,FG,1646.3999999999999,FG001,1540.0,FG005,1508.0,-106.39999999999986,-138.39999999999986,-0.06462585034013602,-0.08406219630709422,20200107
146,RS,5135.0,RS007,4467.0,RS007,4467.0,-668.0,-668.0,-0.13008763388510225,-0.13008763388510225,20200107
147,RM,2273.33,RM001,2198.0,RM005,2325.0,-75.32999999999993,51.67000000000007,-0.033136412223478295,0.02272877232957815,20200107
148,SF,6010.0,SF001,5864.0,SF005,5822.0,-146.0,-188.0,-0.02429284525790354,-0.03128119800332774,20200107
149,SM,6200.0,SM001,6386.0,SM005,6296.0,186.0,96.0,0.030000000000000027,0.015483870967741842,20200107
150,CY,22040.0,CY001,19680.0,CY005,22130.0,-2360.0,90.0,-0.10707803992740472,0.004083484573502716,20200107
151,UR,1670.0,UR001,1667.0,UR005,1738.0,-3.0,68.0,-0.00179640718562879,0.04071856287425146,20200107
152,CU,48820.0,cu2001,48690.0,cu2003,48880.0,-130.0,60.0,-0.0026628430970913053,0.0012290045063498845,20200107
153,AL,14460.0,al2001,14350.0,al2002,14080.0,-110.0,-380.0,-0.007607192254495132,-0.026279391424619658,20200107
154,ZN,18970.0,zn2001,18215.0,zn2003,18090.0,-755.0,-880.0,-0.03979968371112286,-0.046389035318924576,20200107
155,PB,14950.0,pb2001,14740.0,pb2002,14785.0,-210.0,-165.0,-0.01404682274247493,-0.011036789297658833,20200107
156,NI,110700.0,ni2001,107300.0,ni2003,108130.0,-3400.0,-2570.0,-0.030713640469738013,-0.02321589882565489,20200107
157,SN,140750.0,sn2001,140410.0,sn2006,134770.0,-340.0,-5980.0,-0.0024156305506216613,-0.042486678507992925,20200107
158,AU,350.4,au2001,346.22,au2006,356.0,-4.17999999999995,5.600000000000023,-0.011929223744292061,0.01598173515981749,20200107
159,AG,4363.0,ag2001,4370.0,ag2006,4459.0,7.0,96.0,0.0016044006417601508,0.02200320880128359,20200107
160,RB,3691.0,rb2001,3748.0,rb2005,3569.0,57.0,-122.0,0.015442969384990457,-0.033053373069628855,20200107
161,WR,3778.33,wr2001,4381.0,wr2005,3947.0,602.6700000000001,168.67000000000007,0.159506977950576,0.044641415651888616,20200107
162,HC,3937.5,hc2001,3770.0,hc2005,3587.0,-167.5,-350.5,-0.042539682539682544,-0.08901587301587299,20200107
163,FU,4784.0,fu2002,2364.0,fu2005,2372.0,-2420.0,-2412.0,-0.5058528428093645,-0.504180602006689,20200107
164,BU,3404.0,bu2001,3204.0,bu2006,3342.0,-200.0,-62.0,-0.05875440658049358,-0.01821386603995301,20200107
165,RU,12394.0,ru2001,12740.0,ru2005,13095.0,346.0,701.0,0.0279167339035018,0.05655962562530248,20200107
166,SP,4450.0,sp2001,4424.0,sp2005,4576.0,-26.0,126.0,-0.00584269662921344,0.028314606741572934,20200107
167,SS,14500.0,ss2002,14145.0,ss2006,13910.0,-355.0,-590.0,-0.024482758620689604,-0.04068965517241374,20200107
168,C,1831.43,c2001,1811.0,c2005,1923.0,-20.430000000000064,91.56999999999994,-0.01115521750763071,0.04999918096787748,20200108
169,CS,2433.33,cs2001,2169.0,cs2005,2284.0,-264.3299999999999,-149.32999999999993,-0.10862891593002177,-0.06136857721722899,20200108
170,A,3593.33,a2001,3392.0,a2005,3936.0,-201.32999999999993,342.6700000000001,-0.05602880893210471,0.09536279718255769,20200108
171,M,2863.33,m2001,2621.0,m2005,2729.0,-242.32999999999993,-134.32999999999993,-0.08463222890829902,-0.04691390793237238,20200108
172,Y,7173.33,y2001,6864.0,y2005,6872.0,-309.3299999999999,-301.3299999999999,-0.04312223193412268,-0.04200698978019968,20200108
173,P,6670.0,p2001,6408.0,p2005,6336.0,-262.0,-334.0,-0.03928035982008993,-0.05007496251874066,20200108
174,JD,4054.9999999999995,jd2001,3108.0,jd2005,3529.0,-946.9999999999995,-525.9999999999995,-0.23353884093711463,-0.1297163995067816,20200108
175,L,7350.0,l2001,7300.0,l2005,7465.0,-50.0,115.0,-0.006802721088435382,0.0156462585034014,20200108
176,V,6825.0,v2001,6675.0,v2005,6550.0,-150.0,-275.0,-0.02197802197802201,-0.04029304029304026,20200108
177,PP,7733.33,pp2001,7494.0,pp2005,7610.0,-239.32999999999993,-123.32999999999993,-0.030947858167180264,-0.015947851701660243,20200108
178,I,698.78,i2001,742.0,i2005,677.0,43.22000000000003,-21.779999999999973,0.0618506539969661,-0.031168608145625165,20200108
179,EG,5050.0,eg2001,5196.0,eg2005,4804.0,146.0,-246.0,0.028910891089108937,-0.048712871287128756,20200108
180,EB,7166.67,eb2004,7380.0,eb2005,7367.0,213.32999999999993,200.32999999999993,0.02976696289908709,0.02795301025441388,20200108
181,PM,2380.0,PM001,2320.0,PM007,2230.0,-60.0,-150.0,-0.025210084033613467,-0.06302521008403361,20200108
182,CF,13819.17,CF001,13700.0,CF005,14150.0,-119.17000000000007,330.8299999999999,-0.008623528041119655,0.023939932716653844,20200108
183,SR,5906.67,SR001,5674.0,SR005,5718.0,-232.67000000000007,-188.67000000000007,-0.03939106129172609,-0.03194185556328699,20200108
184,TA,4984.44,TA001,4964.0,TA005,5050.0,-20.4399999999996,65.5600000000004,-0.004100761570005829,0.013152931924148126,20200108
185,OI,8147.5,OI001,7745.0,OI005,7745.0,-402.5,-402.5,-0.04940165694998466,-0.04940165694998466,20200108
186,MA,2195.0,MA001,2328.0,MA005,2329.0,133.0,134.0,0.060592255125284655,0.061047835990888366,20200108
187,FG,1642.4,FG001,1540.0,FG005,1510.0,-102.40000000000009,-132.4000000000001,-0.06234778373112526,-0.08061373599610333,20200108
188,RS,5135.0,RS007,4445.0,RS007,4445.0,-690.0,-690.0,-0.1343719571567673,-0.1343719571567673,20200108
189,RM,2273.33,RM001,2167.0,RM005,2330.0,-106.32999999999993,56.67000000000007,-0.046772795854539306,0.024928189044265414,20200108
190,SF,6010.0,SF001,5838.0,SF005,5796.0,-172.0,-214.0,-0.02861896838602329,-0.0356073211314476,20200108
191,SM,6183.33,SM001,6398.0,SM005,6300.0,214.67000000000007,116.67000000000007,0.03471753893128793,0.018868473783543838,20200108
192,CY,22040.0,CY001,19680.0,CY005,22140.0,-2360.0,100.0,-0.10707803992740472,0.00453720508166966,20200108
193,UR,1670.0,UR001,1660.0,UR005,1750.0,-10.0,80.0,-0.005988023952095856,0.0479041916167664,20200108
194,CU,48740.0,cu2001,48610.0,cu2003,48810.0,-130.0,70.0,-0.002667213787443612,0.001436192039392603,20200108
195,AL,14450.0,al2001,14345.0,al2003,14030.0,-105.0,-420.0,-0.00726643598615917,-0.02906574394463668,20200108
196,ZN,19150.0,zn2001,18400.0,zn2003,18365.0,-750.0,-785.0,-0.03916449086161877,-0.040992167101827626,20200108
197,PB,15000.0,pb2001,14825.0,pb2002,14865.0,-175.0,-135.0,-0.011666666666666714,-0.009000000000000008,20200108
198,NI,111000.0,ni2001,107810.0,ni2003,108780.0,-3190.0,-2220.0,-0.02873873873873878,-0.020000000000000018,20200108
199,SN,141250.0,sn2001,141060.0,sn2006,135620.0,-190.0,-5630.0,-0.0013451327433627869,-0.03985840707964605,20200108
200,AU,357.0,au2001,346.22,au2006,359.36,-10.779999999999973,2.3600000000000136,-0.03019607843137251,0.006610644257703191,20200108
201,AG,4484.0,ag2001,4459.0,ag2006,4509.0,-25.0,25.0,-0.005575379125780544,0.005575379125780655,20200108
202,RB,3691.0,rb2001,3759.0,rb2005,3602.0,68.0,-89.0,0.018423191547006335,-0.024112706583581667,20200108
203,WR,3778.33,wr2001,4381.0,wr2010,3882.0,602.6700000000001,103.67000000000007,0.159506977950576,0.027438048026509065,20200108
204,HC,3940.0,hc2001,3795.0,hc2005,3627.0,-145.0,-313.0,-0.03680203045685282,-0.07944162436548219,20200108
205,FU,4878.0,fu2002,2440.0,fu2005,2461.0,-2438.0,-2417.0,-0.4997949979499795,-0.49548995489954895,20200108
206,BU,3420.0,bu2001,3244.0,bu2006,3402.0,-176.0,-18.0,-0.05146198830409354,-0.0052631578947368585,20200108
207,RU,12394.0,ru2001,12805.0,ru2005,13165.0,411.0,771.0,0.03316120703566239,0.062207519767629504,20200108
208,SP,4450.0,sp2001,4474.0,sp2005,4640.0,24.0,190.0,0.005393258426966252,0.04269662921348316,20200108
209,SS,14450.0,ss2002,14215.0,ss2006,14010.0,-235.0,-440.0,-0.01626297577854674,-0.0304498269896194,20200108
210,C,1831.43,c2001,1811.0,c2005,1918.0,-20.430000000000064,86.56999999999994,-0.01115521750763071,0.047269073893078106,20200109
211,CS,2433.33,cs2001,2140.0,cs2005,2279.0,-293.3299999999999,-154.32999999999993,-0.12054674047498692,-0.06342337455256786,20200109
212,A,3593.33,a2001,3399.0,a2005,4000.0,-194.32999999999993,406.6700000000001,-0.05408075517695288,0.11317357437251796,20200109
213,M,2866.67,m2001,2619.0,m2005,2717.0,-247.67000000000007,-149.67000000000007,-0.08639641116696384,-0.05221040440650648,20200109
